campaign_name,dataset_name,image_name,latitude,longitude,image_url,image_width,image_height
,,,,,,,
2014TowedVideo,LGBDT1,LGBDT1_0030.jpeg,-33.59071667,115.10515,,1920,1080
,,,,,,,
2014TowedVideo,LGBDT1,LGBDT1_0045.jpeg,-33.5903,115.1055,,1920,1080
,,,,,,,
2014TowedVideo,LGBDT1,LGBDT1_0069.jpeg,-33.5897,115.1067,,1920,1080
,,,,,,,
2014TowedVideo,LGBDT1,LGBDT1_0086.jpeg,-33.58918333,115.1073,,1920,1080
,,,,,,,
2014TowedVideo,LGBDT1,LGBDT1_0088.jpeg,-33.5891,115.1073833,,1920,1080
,,,,,,,
2014TowedVideo,LGBDT1,LGBDT1_0104.jpeg,-33.58868333,115.1079333,,1920,1080
,,,,,,,
2014TowedVideo,LGBDT1,LGBDT1_0109.jpeg,-33.5885,115.1081333,,1920,1080
,,,,,,,
2014TowedVideo,LGBDT1,LGBDT1_0116.jpeg,-33.58828333,115.1083667,,1920,1080
,,,,,,,
2014TowedVideo,LGBDT1,LGBDT1_0126.jpeg,-33.58793333,115.1087333,,1920,1080
,,,,,,,
2014TowedVideo,LGBDT1,LGBDT1_0128.jpeg,-33.58785,115.1088167,,1920,1080
,,,,,,,
2014TowedVideo,LGBDT1,LGBDT1_0130.jpeg,-33.58778333,115.1089167,,1920,1080
,,,,,,,
2014TowedVideo,LGBDT1,LGBDT1_0134.jpeg,-33.58768333,115.1090667,,1920,1080
,,,,,,,
2014TowedVideo,LGBDT1,LGBDT1_0138.jpeg,-33.58753333,115.1092,,1920,1080
,,,,,,,
2014TowedVideo,LGBDT1,LGBDT1_0139.jpeg,-33.5875,115.10925,,1920,1080
,,,,,,,
2014TowedVideo,LGBDT1,LGBDT1_0146.jpeg,-33.58726667,115.1095,,1920,1080
,,,,,,,
2014TowedVideo,LGBDT1,LGBDT1_0148.jpeg,-33.58718333,115.1096167,,1920,1080
,,,,,,,
2014TowedVideo,LGBDT1,LGBDT1_0154.jpeg,-33.58696667,115.1098833,,1920,1080
,,,,,,,
2014TowedVideo,LGBDT1,LGBDT1_0163.jpeg,-33.58665,115.1101667,,1920,1080
,,,,,,,
2014TowedVideo,LGBDT1,LGBDT1_0164.jpeg,-33.5866,115.1101833,,1920,1080
,,,,,,,
2014TowedVideo,LGBDT1,LGBDT1_0171.jpeg,-33.58635,115.1104167,,1920,1080
,,,,,,,
2014TowedVideo,LGBDT1,LGBDT1_0183.jpeg,-33.5859,115.1107,,1920,1080
,,,,,,,
2014TowedVideo,LGBDT1,LGBDT1_0187.jpeg,-33.58576667,115.1108167,,1920,1080
,,,,,,,
2014TowedVideo,LGBDT1,LGBDT1_0198.jpeg,-33.58538333,115.1111667,,1920,1080
,,,,,,,
2014TowedVideo,LGBDT1,LGBDT1_0212.jpeg,-33.58486667,115.1115833,,1920,1080
,,,,,,,
2014TowedVideo,LGBDT1,LGBDT1_0217.jpeg,-33.58473333,115.1117167,,1920,1080
,,,,,,,
2014TowedVideo,LGBDT1,LGBDT1_0221.jpeg,-33.5846,115.1118333,,1920,1080
,,,,,,,
2014TowedVideo,LGBDT1,LGBDT1_0228.jpeg,-33.58435,115.112,,1920,1080
,,,,,,,
2014TowedVideo,LGBDT1,LGBDT1_0230.jpeg,-33.58428333,115.1120667,,1920,1080
,,,,,,,
2014TowedVideo,LGBDT1,LGBDT1_0237.jpeg,-33.584,115.1121833,,1920,1080
,,,,,,,
2014TowedVideo,LGBDT1,LGBDT1_0262.jpeg,-33.58313333,115.1128833,,1920,1080
,,,,,,,
2014TowedVideo,LGBDT1,LGBDT1_0265.jpeg,-33.58305,115.113,,1920,1080
,,,,,,,
2014TowedVideo,LGBDT1,LGBDT1_0273.jpeg,-33.58283333,115.1132833,,1920,1080
,,,,,,,
2014TowedVideo,LGBDT1,LGBDT1_0281.jpeg,-33.58245,115.1134,,1920,1080
,,,,,,,
2014TowedVideo,LGBDT1,LGBDT1_0289.jpeg,-33.58216667,115.1136333,,1920,1080
,,,,,,,
2014TowedVideo,LGBDT1,LGBDT1_0292.jpeg,-33.58203333,115.1137167,,1920,1080
,,,,,,,
2014TowedVideo,LGBDT1,LGBDT1_0294.jpeg,-33.58195,115.11375,,1920,1080
,,,,,,,
2014TowedVideo,LGBDT1,LGBDT1_0296.jpeg,-33.58188333,115.1138,,1920,1080
,,,,,,,
2014TowedVideo,LGBDT1,LGBDT1_0300.jpeg,-33.58176667,115.1139667,,1920,1080
,,,,,,,
2014TowedVideo,LGBDT1,LGBDT1_0321.jpeg,-33.581,115.11465,,1920,1080
,,,,,,,
2014TowedVideo,LGBDT1,LGBDT1_0323.jpeg,-33.58093333,115.1147167,,1920,1080
,,,,,,,
2014TowedVideo,LGBDT1,LGBDT1_0328.jpeg,-33.58076667,115.1149,,1920,1080
,,,,,,,
2014TowedVideo,LGBDT1,LGBDT1_0335.jpeg,-33.5805,115.1151333,,1920,1080
,,,,,,,
2014TowedVideo,LGBDT1,LGBDT1_0343.jpeg,-33.58018333,115.11535,,1920,1080
,,,,,,,
2014TowedVideo,LGBDT1,LGBDT1_0356.jpeg,-33.5797,115.1157,,1920,1080
,,,,,,,
2014TowedVideo,LGBDT1,LGBDT1_0358.jpeg,-33.57961667,115.11575,,1920,1080
,,,,,,,
2014TowedVideo,LGBDT1,LGBDT1_0359.jpeg,-33.57958333,115.1157833,,1920,1080
,,,,,,,
2014TowedVideo,LGBDT1,LGBDT1_0361.jpeg,-33.57948333,115.1158333,,1920,1080
,,,,,,,
2014TowedVideo,LGBDT1,LGBDT1_0368.jpeg,-33.57925,115.1160667,,1920,1080
,,,,,,,
2014TowedVideo,LGBDT1,LGBDT1_0374.jpeg,-33.57896667,115.1161667,,1920,1080
,,,,,,,
2014TowedVideo,LGBDT1,LGBDT1_0380.jpeg,-33.57873333,115.1163333,,1920,1080
,,,,,,,
2014TowedVideo,LGBDT1,LGBDT1_0381.jpeg,-33.57871667,115.1163667,,1920,1080
,,,,,,,
2014TowedVideo,LGBDT1,LGBDT1_0383.jpeg,-33.57863333,115.1164167,,1920,1080
,,,,,,,
2014TowedVideo,LGBDT1,LGBDT1_0385.jpeg,-33.57856667,115.1164667,,1920,1080
,,,,,,,
2014TowedVideo,LGBDT1,LGBDT1_0403.jpeg,-33.57788333,115.1168667,,1920,1080
,,,,,,,
2014TowedVideo,LGBDT1,LGBDT1_0404.jpeg,-33.57785,115.1169167,,1920,1080
,,,,,,,
2014TowedVideo,LGBDT1,LGBDT1_0407.jpeg,-33.57773333,115.1169833,,1920,1080
,,,,,,,
2014TowedVideo,LGBDT1,LGBDT1_0421.jpeg,-33.57721667,115.1171833,,1920,1080
,,,,,,,
2014TowedVideo,LGBDT1,LGBDT1_0423.jpeg,-33.57713333,115.1172167,,1920,1080
,,,,,,,
2014TowedVideo,LGBDT1,LGBDT1_0434.jpeg,-33.57676667,115.1175,,1920,1080
,,,,,,,
2014TowedVideo,LGBDT1,LGBDT1_0436.jpeg,-33.57671667,115.1175833,,1920,1080
,,,,,,,
2014TowedVideo,LGBDT1,LGBDT1_0447.jpeg,-33.57643333,115.1179667,,1920,1080
,,,,,,,
2014TowedVideo,LGBDT1,LGBDT1_0449.jpeg,-33.57635,115.118,,1920,1080
