Time,Time on GPS Adjusted to remove rounding error,Time correction for Layback,Corrected time,Rounded to nearest second,Transect,Long,Lat,Matched_image_name,Date-time,Speed,Unknown2,Date,NA,Unknown3,Unknown4,Date,
09:05:56,09:05:56,#N/A,#N/A,#N/A,NA,115.2341333,33.593565,#N/A,5/20/2020 9:05,2.82,269.89,200520,NA,NA,D*76,200520,1
09:05:57,09:05:57,#N/A,#N/A,#N/A,NA,115.2341167,33.593565,#N/A,5/20/2020 9:05,3.23,271.75,200520,NA,NA,D*78,200520,2
09:05:59,09:05:58,#N/A,#N/A,#N/A,NA,115.2341,33.59356333,#N/A,5/20/2020 9:05,3.4,272.72,200520,NA,NA,D*76,200520,3
09:05:59,09:05:59,#N/A,#N/A,#N/A,NA,115.2340817,33.59356167,#N/A,5/20/2020 9:05,3.36,273.98,200520,NA,NA,D*77,200520,4
09:06:00,09:06:00,#N/A,#N/A,#N/A,NA,115.2340667,33.59356167,#N/A,5/20/2020 9:06,2.89,273.42,200520,NA,NA,D*74,200520,5
09:06:01,09:06:01,#N/A,#N/A,#N/A,NA,115.23405,33.59356167,#N/A,5/20/2020 9:06,2.63,272.71,200520,NA,NA,D*77,200520,6
09:06:02,09:06:02,#N/A,#N/A,#N/A,NA,115.234035,33.59355833,#N/A,5/20/2020 9:06,3.02,271.54,200520,NA,NA,D*74,200520,7
09:06:03,09:06:03,#N/A,#N/A,#N/A,NA,115.23402,33.59355667,#N/A,5/20/2020 9:06,2.95,271.62,200520,NA,NA,D*7E,200520,8
09:06:04,09:06:04,#N/A,#N/A,#N/A,NA,115.234005,33.593555,#N/A,5/20/2020 9:06,2.95,273.05,200520,NA,NA,D*7D,200520,9
09:06:05,09:06:05,#N/A,#N/A,#N/A,NA,115.2339883,33.59355167,#N/A,5/20/2020 9:06,3,274.48,200520,NA,NA,D*73,200520,10
09:06:06,09:06:06,#N/A,#N/A,#N/A,NA,115.2339733,33.59355,#N/A,5/20/2020 9:06,2.69,276.33,200520,NA,NA,D*77,200520,11
09:06:07,09:06:07,#N/A,#N/A,#N/A,NA,115.2339583,33.59354667,#N/A,5/20/2020 9:06,3.3,277.44,200520,NA,NA,D*7D,200520,12
09:06:08,09:06:08,#N/A,#N/A,#N/A,NA,115.2339417,33.593545,#N/A,5/20/2020 9:06,2.87,278.39,200520,NA,NA,D*74,200520,13
09:06:09,09:06:09,#N/A,#N/A,#N/A,NA,115.233925,33.59354167,#N/A,5/20/2020 9:06,2.89,278.22,200520,NA,NA,D*70,200520,14
09:06:10,09:06:10,#N/A,#N/A,#N/A,NA,115.23391,33.59354,#N/A,5/20/2020 9:06,2.83,278.29,200520,NA,NA,D*7D,200520,15
09:06:11,09:06:11,#N/A,#N/A,#N/A,NA,115.233895,33.59353833,#N/A,5/20/2020 9:06,2.4,277.85,200520,NA,NA,D*7B,200520,16
09:06:12,09:06:12,#N/A,#N/A,#N/A,NA,115.2338783,33.59353833,#N/A,5/20/2020 9:06,2.37,277.49,200520,NA,NA,D*79,200520,17
09:06:13,09:06:13,#N/A,#N/A,#N/A,NA,115.2338633,33.59353667,#N/A,5/20/2020 9:06,2.42,277.07,200520,NA,NA,D*7D,200520,18
09:06:14,09:06:14,#N/A,#N/A,#N/A,NA,115.2338467,33.593535,#N/A,5/20/2020 9:06,2.7,281.82,200520,NA,NA,D*7D,200520,19
09:06:15,09:06:15,#N/A,#N/A,#N/A,NA,115.23383,33.59353167,#N/A,5/20/2020 9:06,3,281.31,200520,NA,NA,D*71,200520,20
09:06:16,09:06:16,#N/A,#N/A,#N/A,NA,115.23381,33.59352833,#N/A,5/20/2020 9:06,3.21,280.45,200520,NA,NA,D*72,200520,21
09:06:17,09:06:17,#N/A,#N/A,#N/A,NA,115.23379,33.59352667,#N/A,5/20/2020 9:06,3.17,279.5,200520,NA,NA,D*78,200520,22
09:06:18,09:06:18,#N/A,#N/A,#N/A,NA,115.2337717,33.593525,#N/A,5/20/2020 9:06,2.86,276.75,200520,NA,NA,D*73,200520,23
09:06:19,09:06:19,#N/A,#N/A,#N/A,NA,115.233755,33.59352333,#N/A,5/20/2020 9:06,3.07,278.65,200520,NA,NA,D*77,200520,24
09:06:20,09:06:20,#N/A,#N/A,#N/A,NA,115.2337417,33.59352,#N/A,5/20/2020 9:06,2.84,278.37,200520,NA,NA,D*73,200520,25
09:06:21,09:06:21,#N/A,#N/A,#N/A,NA,115.2337283,33.59351667,#N/A,5/20/2020 9:06,2.84,279.33,200520,NA,NA,D*70,200520,26
09:06:22,09:06:22,#N/A,#N/A,#N/A,NA,115.233715,33.593515,#N/A,5/20/2020 9:06,2.14,280.59,200520,NA,NA,D*77,200520,27
09:06:23,09:06:23,#N/A,#N/A,#N/A,NA,115.2337033,33.59351167,#N/A,5/20/2020 9:06,2.22,282.39,200520,NA,NA,D*72,200520,28
09:06:24,09:06:24,#N/A,#N/A,#N/A,NA,115.23369,33.59350833,#N/A,5/20/2020 9:06,2.7,284.29,200520,NA,NA,D*72,200520,29
09:06:25,09:06:25,#N/A,#N/A,#N/A,NA,115.2336783,33.59350667,#N/A,5/20/2020 9:06,2.64,285.06,200520,NA,NA,D*79,200520,30
09:06:26,09:06:26,#N/A,#N/A,#N/A,NA,115.2336667,33.593505,#N/A,5/20/2020 9:06,2.91,284.24,200520,NA,NA,D*71,200520,31
09:06:27,09:06:27,#N/A,#N/A,#N/A,NA,115.2336533,33.59350333,#N/A,5/20/2020 9:06,2.88,283.96,200520,NA,NA,D*7F,200520,32
09:06:28,09:06:28,#N/A,#N/A,#N/A,NA,115.2336383,33.59350167,#N/A,5/20/2020 9:06,2.83,281.9,200520,NA,NA,D*7C,200520,33
09:06:29,09:06:29,#N/A,#N/A,#N/A,NA,115.2336233,33.59350167,#N/A,5/20/2020 9:06,2.85,279.96,200520,NA,NA,D*72,200520,34
09:06:30,09:06:30,#N/A,#N/A,#N/A,NA,115.2336067,33.59350167,#N/A,5/20/2020 9:06,3.04,278.82,200520,NA,NA,D*75,200520,35
09:06:31,09:06:31,#N/A,#N/A,#N/A,NA,115.23359,33.59350167,#N/A,5/20/2020 9:06,3.04,271.89,200520,NA,NA,D*75,200520,36
09:06:32,09:06:32,#N/A,#N/A,#N/A,NA,115.2335717,33.59350333,#N/A,5/20/2020 9:06,2.97,270.94,200520,NA,NA,D*75,200520,37
09:06:33,09:06:33,#N/A,#N/A,#N/A,NA,115.2335517,33.5935,#N/A,5/20/2020 9:06,3.03,271.64,200520,NA,NA,D*71,200520,38
09:06:34,09:06:34,#N/A,#N/A,#N/A,NA,115.23353,33.59349833,#N/A,5/20/2020 9:06,3.03,273.61,200520,NA,NA,D*7B,200520,39
09:06:35,09:06:35,#N/A,#N/A,#N/A,NA,115.2335117,33.59349667,#N/A,5/20/2020 9:06,2.61,271,200520,NA,NA,D*75,200520,40
09:06:36,09:06:36,#N/A,#N/A,#N/A,NA,115.233495,33.59349833,#N/A,5/20/2020 9:06,2.84,270.63,200520,NA,NA,D*70,200520,41
09:06:37,09:06:37,#N/A,#N/A,#N/A,NA,115.2334783,33.59349833,#N/A,5/20/2020 9:06,2.85,270.24,200520,NA,NA,D*72,200520,42
09:06:38,09:06:38,#N/A,#N/A,#N/A,NA,115.23346,33.59349833,#N/A,5/20/2020 9:06,2.9,270.18,200520,NA,NA,D*78,200520,43
09:06:40,09:06:39,#N/A,#N/A,#N/A,NA,115.233445,33.59349833,#N/A,5/20/2020 9:06,2.31,270.22,200520,NA,NA,D*7B,200520,44
09:06:40,09:06:40,#N/A,#N/A,#N/A,NA,115.23343,33.59349833,#N/A,5/20/2020 9:06,2.36,270.22,200520,NA,NA,D*78,200520,45
09:06:41,09:06:41,#N/A,#N/A,#N/A,NA,115.2334133,33.5935,#N/A,5/20/2020 9:06,2.97,270.75,200520,NA,NA,D*70,200520,46
09:06:43,09:06:42,#N/A,#N/A,#N/A,NA,115.2333967,33.5935,#N/A,5/20/2020 9:06,2.98,271.8,200520,NA,NA,D*70,200520,47
09:06:43,09:06:43,#N/A,#N/A,#N/A,NA,115.2333783,33.59350167,#N/A,5/20/2020 9:06,3.03,273.22,200520,NA,NA,D*77,200520,48
09:06:44,09:06:44,#N/A,#N/A,#N/A,NA,115.23336,33.59350167,#N/A,5/20/2020 9:06,2.87,269.73,200520,NA,NA,D*70,200520,49
09:06:45,09:06:45,#N/A,#N/A,#N/A,NA,115.2333433,33.59350167,#N/A,5/20/2020 9:06,2.68,271.48,200520,NA,NA,D*70,200520,50
09:06:46,09:06:46,#N/A,#N/A,#N/A,NA,115.2333283,33.59350167,#N/A,5/20/2020 9:06,2.68,270.68,200520,NA,NA,D*7F,200520,51
09:06:47,09:06:47,#N/A,#N/A,#N/A,NA,115.2333133,33.59350167,#N/A,5/20/2020 9:06,2.97,275.84,200520,NA,NA,D*77,200520,52
09:06:48,09:06:48,#N/A,#N/A,#N/A,NA,115.2333,33.5935,#N/A,5/20/2020 9:06,2.92,274.08,200520,NA,NA,D*71,200520,53
09:06:49,09:06:49,#N/A,#N/A,#N/A,NA,115.233285,33.59349667,#N/A,5/20/2020 9:06,2.75,273.99,200520,NA,NA,D*78,200520,54
09:06:50,09:06:50,#N/A,#N/A,#N/A,NA,115.23327,33.59349667,#N/A,5/20/2020 9:06,2.72,273.29,200520,NA,NA,D*78,200520,55
09:06:51,09:06:51,#N/A,#N/A,#N/A,NA,115.233255,33.59349333,#N/A,5/20/2020 9:06,3,276.14,200520,NA,NA,D*7A,200520,56
09:06:52,09:06:52,#N/A,#N/A,#N/A,NA,115.2332367,33.59349,#N/A,5/20/2020 9:06,3.4,276.77,200520,NA,NA,D*7A,200520,57
09:06:53,09:06:53,#N/A,#N/A,#N/A,NA,115.2332183,33.59348833,#N/A,5/20/2020 9:06,3.18,277.88,200520,NA,NA,D*74,200520,58
09:06:54,09:06:54,#N/A,#N/A,#N/A,NA,115.2332,33.59348667,#N/A,5/20/2020 9:06,2.9,274.13,200520,NA,NA,D*72,200520,59
09:06:55,09:06:55,#N/A,#N/A,#N/A,NA,115.2331867,33.593485,#N/A,5/20/2020 9:06,2.47,269.01,200520,NA,NA,D*74,200520,60
09:06:56,09:06:56,#N/A,#N/A,#N/A,NA,115.2331733,33.593485,#N/A,5/20/2020 9:06,2.65,271.75,200520,NA,NA,D*7A,200520,61
09:06:57,09:06:57,#N/A,#N/A,#N/A,NA,115.2331567,33.59348333,#N/A,5/20/2020 9:06,3.3,274.79,200520,NA,NA,D*7A,200520,62
09:06:58,09:06:58,#N/A,#N/A,#N/A,NA,115.2331417,33.59348167,#N/A,5/20/2020 9:06,3.11,275.34,200520,NA,NA,D*76,200520,63
09:06:59,09:06:59,#N/A,#N/A,#N/A,NA,115.2331267,33.59347833,#N/A,5/20/2020 9:06,2.9,278.67,200520,NA,NA,D*76,200520,64
09:07:00,09:07:00,#N/A,#N/A,#N/A,NA,115.23311,33.59347667,#N/A,5/20/2020 9:07,3.14,278.48,200520,NA,NA,D*7E,200520,65
09:07:01,09:07:01,#N/A,#N/A,#N/A,NA,115.2330933,33.59347333,#N/A,5/20/2020 9:07,3.13,280.82,200520,NA,NA,D*78,200520,66
09:07:02,09:07:02,#N/A,#N/A,#N/A,NA,115.23308,33.59347167,#N/A,5/20/2020 9:07,2.86,280.96,200520,NA,NA,D*7B,200520,67
09:07:03,09:07:03,#N/A,#N/A,#N/A,NA,115.233065,33.59347,#N/A,5/20/2020 9:07,2.61,280.28,200520,NA,NA,D*71,200520,68
09:07:04,09:07:04,#N/A,#N/A,#N/A,NA,115.23305,33.59347,#N/A,5/20/2020 9:07,2.68,279.68,200520,NA,NA,D*74,200520,69
09:07:05,09:07:05,#N/A,#N/A,#N/A,NA,115.233035,33.59346833,#N/A,5/20/2020 9:07,2.49,278.13,200520,NA,NA,D*78,200520,70
09:07:06,09:07:06,#N/A,#N/A,#N/A,NA,115.2330217,33.59346667,#N/A,5/20/2020 9:07,2.87,284.18,200520,NA,NA,D*71,200520,71
09:07:07,09:07:07,#N/A,#N/A,#N/A,NA,115.2330033,33.593465,#N/A,5/20/2020 9:07,2.91,281.46,200520,NA,NA,D*7F,200520,72
09:07:08,09:07:08,#N/A,#N/A,#N/A,NA,115.2329883,33.59346167,#N/A,5/20/2020 9:07,2.65,282.12,200520,NA,NA,D*70,200520,73
09:07:09,09:07:09,#N/A,#N/A,#N/A,NA,115.232975,33.59345833,#N/A,5/20/2020 9:07,2.63,285.35,200520,NA,NA,D*70,200520,74
09:07:10,09:07:10,#N/A,#N/A,#N/A,NA,115.23296,33.59345667,#N/A,5/20/2020 9:07,2.82,284.51,200520,NA,NA,D*7C,200520,75
09:07:11,09:07:11,#N/A,#N/A,#N/A,NA,115.232945,33.593455,#N/A,5/20/2020 9:07,2.88,282.92,200520,NA,NA,D*79,200520,76
09:07:12,09:07:12,#N/A,#N/A,#N/A,NA,115.23293,33.59345167,#N/A,5/20/2020 9:07,2.88,289.96,200520,NA,NA,D*7B,200520,77
09:07:13,09:07:13,#N/A,#N/A,#N/A,NA,115.2329167,33.59344833,#N/A,5/20/2020 9:07,2.39,294.73,200520,NA,NA,D*76,200520,78
09:07:14,09:07:14,#N/A,#N/A,#N/A,NA,115.2329033,33.59344333,#N/A,5/20/2020 9:07,2.68,293.9,200520,NA,NA,D*73,200520,79
09:07:15,09:07:15,#N/A,#N/A,#N/A,NA,115.23289,33.59344,#N/A,5/20/2020 9:07,2.42,286.19,200520,NA,NA,D*7C,200520,80
09:07:16,09:07:16,#N/A,#N/A,#N/A,NA,115.2328767,33.593435,#N/A,5/20/2020 9:07,2.47,287.32,200520,NA,NA,D*74,200520,81
09:07:17,09:07:17,#N/A,#N/A,#N/A,NA,115.2328667,33.59343333,#N/A,5/20/2020 9:07,2.4,286.61,200520,NA,NA,D*72,200520,82
09:07:18,09:07:18,#N/A,#N/A,#N/A,NA,115.2328567,33.59343,#N/A,5/20/2020 9:07,2.4,286.64,200520,NA,NA,D*74,200520,83
09:07:19,09:07:19,#N/A,#N/A,#N/A,NA,115.2328433,33.59342833,#N/A,5/20/2020 9:07,2.59,285.23,200520,NA,NA,D*71,200520,84
09:07:20,09:07:20,#N/A,#N/A,#N/A,NA,115.2328283,33.593425,#N/A,5/20/2020 9:07,2.66,290.82,200520,NA,NA,D*71,200520,85
09:07:21,09:07:21,#N/A,#N/A,#N/A,NA,115.232815,33.59342,#N/A,5/20/2020 9:07,2.99,289.13,200520,NA,NA,D*78,200520,86
09:07:22,09:07:22,#N/A,#N/A,#N/A,NA,115.2327983,33.59341667,#N/A,5/20/2020 9:07,3,291.88,200520,NA,NA,D*7C,200520,87
09:07:23,09:07:23,#N/A,#N/A,#N/A,NA,115.23278,33.59341167,#N/A,5/20/2020 9:07,3.31,291.22,200520,NA,NA,D*79,200520,88
09:07:24,09:07:24,#N/A,#N/A,#N/A,NA,115.232765,33.59340833,#N/A,5/20/2020 9:07,2.8,287.97,200520,NA,NA,D*7C,200520,89
09:07:25,09:07:25,#N/A,#N/A,#N/A,NA,115.2327483,33.593405,#N/A,5/20/2020 9:07,2.58,288.22,200520,NA,NA,D*7E,200520,90
09:07:26,09:07:26,#N/A,#N/A,#N/A,NA,115.2327333,33.59340333,#N/A,5/20/2020 9:07,2.76,289,200520,NA,NA,D*78,200520,91
09:07:27,09:07:27,#N/A,#N/A,#N/A,NA,115.2327183,33.5934,#N/A,5/20/2020 9:07,2.5,287.87,200520,NA,NA,D*78,200520,92
09:07:28,09:07:28,#N/A,#N/A,#N/A,NA,115.2327017,33.59339667,#N/A,5/20/2020 9:07,2.78,286.07,200520,NA,NA,D*7A,200520,93
09:07:29,09:07:29,#N/A,#N/A,#N/A,NA,115.232685,33.59339167,#N/A,5/20/2020 9:07,2.82,289.64,200520,NA,NA,D*7A,200520,94
09:07:30,09:07:30,#N/A,#N/A,#N/A,NA,115.23267,33.59338667,#N/A,5/20/2020 9:07,2.42,293.28,200520,NA,NA,D*7A,200520,95
09:07:31,09:07:31,#N/A,#N/A,#N/A,NA,115.232655,33.59338167,#N/A,5/20/2020 9:07,2.69,292.75,200520,NA,NA,D*7A,200520,96
09:07:32,09:07:32,#N/A,#N/A,#N/A,NA,115.2326383,33.59337667,#N/A,5/20/2020 9:07,2.9,289.32,200520,NA,NA,D*78,200520,97
09:07:33,09:07:33,#N/A,#N/A,#N/A,NA,115.232625,33.59337167,#N/A,5/20/2020 9:07,2.58,289.88,200520,NA,NA,D*70,200520,98
09:07:34,09:07:34,#N/A,#N/A,#N/A,NA,115.2326117,33.59336667,#N/A,5/20/2020 9:07,2.61,292.9,200520,NA,NA,D*7E,200520,99
09:07:35,09:07:35,#N/A,#N/A,#N/A,NA,115.2325967,33.59336167,#N/A,5/20/2020 9:07,2.31,291.35,200520,NA,NA,D*7E,200520,100
09:07:36,09:07:36,#N/A,#N/A,#N/A,NA,115.232585,33.59335667,#N/A,5/20/2020 9:07,2.38,303.17,200520,NA,NA,D*74,200520,101
09:07:37,09:07:37,#N/A,#N/A,#N/A,NA,115.2325733,33.59335167,#N/A,5/20/2020 9:07,2.34,302.5,200520,NA,NA,D*7A,200520,102
09:07:38,09:07:38,#N/A,#N/A,#N/A,NA,115.2325583,33.59334667,#N/A,5/20/2020 9:07,2.38,301.45,200520,NA,NA,D*70,200520,103
09:07:40,09:07:39,#N/A,#N/A,#N/A,NA,115.2325433,33.59334167,#N/A,5/20/2020 9:07,2.45,298.39,200520,NA,NA,D*7E,200520,104
09:07:40,09:07:40,#N/A,#N/A,#N/A,NA,115.23253,33.59333833,#N/A,5/20/2020 9:07,2.41,295.24,200520,NA,NA,D*78,200520,105
09:07:41,09:07:41,#N/A,#N/A,#N/A,NA,115.2325183,33.59333333,#N/A,5/20/2020 9:07,2.14,296.62,200520,NA,NA,D*72,200520,106
09:07:42,09:07:42,#N/A,#N/A,#N/A,NA,115.2325067,33.59332833,#N/A,5/20/2020 9:07,2.31,311.34,200520,NA,NA,D*7B,200520,107
09:07:43,09:07:43,#N/A,#N/A,#N/A,NA,115.2324983,33.59332333,#N/A,5/20/2020 9:07,2.07,310.59,200520,NA,NA,D*73,200520,108
09:07:45,09:07:44,#N/A,#N/A,#N/A,NA,115.2324883,33.59331833,#N/A,5/20/2020 9:07,2.02,309.22,200520,NA,NA,D*7A,200520,109
09:07:45,09:07:45,#N/A,#N/A,#N/A,NA,115.232475,33.593315,#N/A,5/20/2020 9:07,2.23,307.01,200520,NA,NA,D*79,200520,110
09:07:46,09:07:46,#N/A,#N/A,#N/A,NA,115.2324633,33.59331167,#N/A,5/20/2020 9:07,2.24,305.06,200520,NA,NA,D*74,200520,111
09:07:47,09:07:47,#N/A,#N/A,#N/A,NA,115.2324517,33.59331,#N/A,5/20/2020 9:07,2.05,304.08,200520,NA,NA,D*71,200520,112
09:07:48,09:07:48,#N/A,#N/A,#N/A,NA,115.23244,33.593305,#N/A,5/20/2020 9:07,2.49,302.79,200520,NA,NA,D*77,200520,113
09:07:49,09:07:49,#N/A,#N/A,#N/A,NA,115.2324283,33.59329833,#N/A,5/20/2020 9:07,2.11,301.15,200520,NA,NA,D*77,200520,114
09:07:50,09:07:50,#N/A,#N/A,#N/A,NA,115.232415,33.59329333,#N/A,5/20/2020 9:07,2.11,300.3,200520,NA,NA,D*7F,200520,115
09:07:51,09:07:51,#N/A,#N/A,#N/A,NA,115.2324033,33.59329,#N/A,5/20/2020 9:07,2.38,299.37,200520,NA,NA,D*7A,200520,116
09:07:52,09:07:52,#N/A,#N/A,#N/A,NA,115.2323917,33.593285,#N/A,5/20/2020 9:07,2.42,285.16,200520,NA,NA,D*7F,200520,117
09:07:53,09:07:53,#N/A,#N/A,#N/A,NA,115.2323817,33.59328167,#N/A,5/20/2020 9:07,1.77,285.65,200520,NA,NA,D*7B,200520,118
09:07:54,09:07:54,#N/A,#N/A,#N/A,NA,115.2323717,33.59327667,#N/A,5/20/2020 9:07,2,286.48,200520,NA,NA,D*76,200520,119
09:07:55,09:07:55,#N/A,#N/A,#N/A,NA,115.2323617,33.59327333,#N/A,5/20/2020 9:07,2,287.5,200520,NA,NA,D*7A,200520,120
09:07:56,09:07:56,#N/A,#N/A,#N/A,NA,115.23235,33.59326833,#N/A,5/20/2020 9:07,2.34,288.32,200520,NA,NA,D*77,200520,121
09:07:57,09:07:57,#N/A,#N/A,#N/A,NA,115.23234,33.593265,#N/A,5/20/2020 9:07,2.02,289.69,200520,NA,NA,D*72,200520,122
09:07:58,09:07:58,#N/A,#N/A,#N/A,NA,115.2323283,33.59326167,#N/A,5/20/2020 9:07,2.31,288.5,200520,NA,NA,D*75,200520,123
09:07:59,09:07:59,#N/A,#N/A,#N/A,NA,115.232315,33.59325667,#N/A,5/20/2020 9:07,2.11,291.37,200520,NA,NA,D*73,200520,124
09:08:00,09:08:00,#N/A,#N/A,#N/A,NA,115.2323033,33.59325167,#N/A,5/20/2020 9:08,2.11,297.91,200520,NA,NA,D*7F,200520,125
09:08:01,09:08:01,#N/A,#N/A,#N/A,NA,115.2322917,33.59324667,#N/A,5/20/2020 9:08,1.89,297.37,200520,NA,NA,D*70,200520,126
09:08:02,09:08:02,#N/A,#N/A,#N/A,NA,115.23228,33.59324,#N/A,5/20/2020 9:08,2.24,298.21,200520,NA,NA,D*7F,200520,127
09:08:03,09:08:03,#N/A,#N/A,#N/A,NA,115.2322683,33.593235,#N/A,5/20/2020 9:08,2.22,296.19,200520,NA,NA,D*71,200520,128
09:08:04,09:08:04,#N/A,#N/A,#N/A,NA,115.2322567,33.59323167,#N/A,5/20/2020 9:08,2.25,295.43,200520,NA,NA,D*74,200520,129
09:08:05,09:08:05,#N/A,#N/A,#N/A,NA,115.232245,33.59322667,#N/A,5/20/2020 9:08,2.24,298.17,200520,NA,NA,D*75,200520,130
09:08:06,09:08:06,#N/A,#N/A,#N/A,NA,115.232235,33.59322,#N/A,5/20/2020 9:08,2.2,298.41,200520,NA,NA,D*73,200520,131
09:08:07,09:08:07,#N/A,#N/A,#N/A,NA,115.2322267,33.59321667,#N/A,5/20/2020 9:08,1.93,298.84,200520,NA,NA,D*72,200520,132
09:08:08,09:08:08,#N/A,#N/A,#N/A,NA,115.2322183,33.59321167,#N/A,5/20/2020 9:08,1.99,300.75,200520,NA,NA,D*78,200520,133
09:08:09,09:08:09,#N/A,#N/A,#N/A,NA,115.2322067,33.59320667,#N/A,5/20/2020 9:08,2.07,301.54,200520,NA,NA,D*78,200520,134
09:08:10,09:08:10,#N/A,#N/A,#N/A,NA,115.2321967,33.59320167,#N/A,5/20/2020 9:08,2.03,302.1,200520,NA,NA,D*76,200520,135
09:08:11,09:08:11,#N/A,#N/A,#N/A,NA,115.2321833,33.593195,#N/A,5/20/2020 9:08,2.19,303.76,200520,NA,NA,D*70,200520,136
09:08:12,09:08:12,#N/A,#N/A,#N/A,NA,115.2321733,33.59319,#N/A,5/20/2020 9:08,1.94,305.24,200520,NA,NA,D*72,200520,137
09:08:13,09:08:13,#N/A,#N/A,#N/A,NA,115.232165,33.59318333,#N/A,5/20/2020 9:08,1.87,305.76,200520,NA,NA,D*77,200520,138
09:08:14,09:08:14,#N/A,#N/A,#N/A,NA,115.232155,33.59317833,#N/A,5/20/2020 9:08,1.8,299.69,200520,NA,NA,D*71,200520,139
09:08:15,09:08:15,#N/A,#N/A,#N/A,NA,115.2321433,33.59317333,#N/A,5/20/2020 9:08,1.86,300.62,200520,NA,NA,D*7B,200520,140
09:08:16,09:08:16,#N/A,#N/A,#N/A,NA,115.2321317,33.59316833,#N/A,5/20/2020 9:08,1.86,298.93,200520,NA,NA,D*73,200520,141
09:08:17,09:08:17,#N/A,#N/A,#N/A,NA,115.2321217,33.59316333,#N/A,5/20/2020 9:08,1.9,308.89,200520,NA,NA,D*7D,200520,142
09:08:18,09:08:18,#N/A,#N/A,#N/A,NA,115.2321117,33.59315833,#N/A,5/20/2020 9:08,2.06,308.97,200520,NA,NA,D*79,200520,143
09:08:19,09:08:19,#N/A,#N/A,#N/A,NA,115.2321017,33.59315333,#N/A,5/20/2020 9:08,2.12,305.93,200520,NA,NA,D*75,200520,144
09:08:20,09:08:20,#N/A,#N/A,#N/A,NA,115.23209,33.59314667,#N/A,5/20/2020 9:08,2.18,308,200520,NA,NA,D*7D,200520,145
09:08:21,09:08:21,#N/A,#N/A,#N/A,NA,115.2320783,33.59314167,#N/A,5/20/2020 9:08,2.19,305.32,200520,NA,NA,D*7E,200520,146
09:08:22,09:08:22,#N/A,#N/A,#N/A,NA,115.2320667,33.59313667,#N/A,5/20/2020 9:08,2.13,302.55,200520,NA,NA,A*74,200520,147
09:08:23,09:08:23,#N/A,#N/A,#N/A,NA,115.232055,33.59313333,#N/A,5/20/2020 9:08,1.62,309.46,200520,NA,NA,A*7F,200520,148
09:08:24,09:08:24,#N/A,#N/A,#N/A,NA,115.2320467,33.59312833,#N/A,5/20/2020 9:08,1.96,316.69,200520,NA,NA,A*72,200520,149
09:08:25,09:08:25,#N/A,#N/A,#N/A,NA,115.2320383,33.59312167,#N/A,5/20/2020 9:08,2.25,315.92,200520,NA,NA,A*70,200520,150
09:08:26,09:08:26,#N/A,#N/A,#N/A,NA,115.23203,33.59311333,#N/A,5/20/2020 9:08,2.28,314.91,200520,NA,NA,A*7E,200520,151
09:08:27,09:08:27,#N/A,#N/A,#N/A,NA,115.2320217,33.59310667,#N/A,5/20/2020 9:08,2.26,311.47,200520,NA,NA,A*78,200520,152
09:08:28,09:08:28,#N/A,#N/A,#N/A,NA,115.232015,33.5931,#N/A,5/20/2020 9:08,1.9,312.57,200520,NA,NA,A*74,200520,153
09:08:29,09:08:29,#N/A,#N/A,#N/A,NA,115.23201,33.593095,#N/A,5/20/2020 9:08,1.7,312.51,200520,NA,NA,A*76,200520,154
09:08:30,09:08:30,#N/A,#N/A,#N/A,NA,115.2320033,33.59308833,#N/A,5/20/2020 9:08,1.89,312.48,200520,NA,NA,A*72,200520,155
09:08:31,09:08:31,#N/A,#N/A,#N/A,NA,115.2319967,33.59308333,#N/A,5/20/2020 9:08,2.16,308.97,200520,NA,NA,A*7C,200520,156
09:08:33,09:08:32,#N/A,#N/A,#N/A,NA,115.2319883,33.59307833,#N/A,5/20/2020 9:08,2.16,307.34,200520,NA,NA,A*74,200520,157
09:08:33,09:08:33,#N/A,#N/A,#N/A,NA,115.2319817,33.59307333,#N/A,5/20/2020 9:08,2,307.86,200520,NA,NA,A*73,200520,158
09:08:35,09:08:34,#N/A,#N/A,#N/A,NA,115.2319767,33.59306667,#N/A,5/20/2020 9:08,1.93,308.57,200520,NA,NA,A*75,200520,159
09:08:35,09:08:35,#N/A,#N/A,#N/A,NA,115.2319683,33.59306167,#N/A,5/20/2020 9:08,2.16,309.35,200520,NA,NA,A*78,200520,160
09:08:36,09:08:36,#N/A,#N/A,#N/A,NA,115.2319633,33.59305333,#N/A,5/20/2020 9:08,2.32,310.51,200520,NA,NA,A*74,200520,161
09:08:38,09:08:37,#N/A,#N/A,#N/A,NA,115.231955,33.593045,#N/A,5/20/2020 9:08,2.33,311.12,200520,NA,NA,A*7D,200520,162
09:08:38,09:08:38,#N/A,#N/A,#N/A,NA,115.2319483,33.59303667,#N/A,5/20/2020 9:08,2.3,312.97,200520,NA,NA,A*71,200520,163
09:08:39,09:08:39,#N/A,#N/A,#N/A,NA,115.23194,33.59302833,#N/A,5/20/2020 9:08,2.27,309.01,200520,NA,NA,A*78,200520,164
09:08:41,09:08:40,#N/A,#N/A,#N/A,NA,115.2319317,33.59302333,#N/A,5/20/2020 9:08,2.24,307.95,200520,NA,NA,A*7D,200520,165
09:08:41,09:08:41,#N/A,#N/A,#N/A,NA,115.2319233,33.59301667,#N/A,5/20/2020 9:08,1.81,309.02,200520,NA,NA,A*79,200520,166
