"Matched_image_name","Lat","Long","Date"
"L1120_NPZT5_14_55_10_0054",33.55130833,115.36733,"20200519"
"L1120_NPZT5_14_55_10_0055",33.55134,115.3673417,"20200519"
"L1120_NPZT5_14_55_10_0056",33.551365,115.3673633,"20200519"
"L1120_NPZT5_14_55_10_0057",33.55138833,115.3673783,"20200519"
"L1120_NPZT5_14_55_10_0058",33.55140667,115.3673883,"20200519"
"L1120_NPZT5_14_55_10_0059",33.55143,115.367405,"20200519"
"L1120_NPZT5_14_55_10_0060",33.55144833,115.36742,"20200519"
"L1120_NPZT5_14_55_10_0061",33.551475,115.3674483,"20200519"
"L1120_NPZT5_14_55_10_0062",33.55149833,115.3674667,"20200519"
"L1120_NPZT5_14_55_10_0063",33.55152833,115.3674883,"20200519"
"L1120_NPZT5_14_55_10_0064",33.55155167,115.367505,"20200519"
"L1120_NPZT5_14_55_10_0065",33.55158833,115.36752,"20200519"
"L1120_NPZT5_14_55_10_0066",33.551625,115.367535,"20200519"
"L1120_NPZT5_14_55_10_0067",33.55163833,115.367545,"20200519"
"L1120_NPZT5_14_55_10_0068",33.55167167,115.36757,"20200519"
"L1120_NPZT5_14_55_10_0069",33.55169,115.3676,"20200519"
"L1120_NPZT5_14_55_10_0070",33.5517,115.367625,"20200519"
"L1120_NPZT5_14_55_10_0071",33.55171833,115.36766,"20200519"
"L1120_NPZT5_14_55_10_0072",33.55172833,115.3676817,"20200519"
"L1120_NPZT5_14_55_10_0073",33.55174333,115.367705,"20200519"
"L1120_NPZT5_14_55_10_0074",33.55175833,115.3677367,"20200519"
"L1120_NPZT5_14_55_10_0075",33.55177,115.3677633,"20200519"
"L1120_NPZT5_14_55_10_0076",33.55178667,115.3677933,"20200519"
"L1120_NPZT5_14_55_10_0077",33.55181,115.3678283,"20200519"
"L1120_NPZT5_14_55_10_0078",33.551825,115.36785,"20200519"
"L1120_NPZT5_14_55_10_0079",33.55185167,115.3678817,"20200519"
"L1120_NPZT5_14_55_10_0080",33.55188167,115.367895,"20200519"
"L1120_NPZT5_14_55_10_0081",33.551905,115.3678983,"20200519"
"L1120_NPZT5_14_55_10_0082",33.55193833,115.36791,"20200519"
"L1120_NPZT5_14_55_10_0083",33.55197333,115.3679117,"20200519"
"L1120_NPZT5_14_55_10_0084",33.55199833,115.3679217,"20200519"
"L1120_NPZT5_14_55_10_0085",33.55202167,115.3679283,"20200519"
"L1120_NPZT5_14_55_10_0086",33.55204833,115.3679367,"20200519"
"L1120_NPZT5_14_55_10_0087",33.55208,115.3679433,"20200519"
"L1120_NPZT5_14_55_10_0088",33.55211167,115.367945,"20200519"
"L1120_NPZT5_14_55_10_0089",33.552145,115.36795,"20200519"
"L1120_NPZT5_14_55_10_0090",33.55217333,115.36795,"20200519"
"L1120_NPZT5_14_55_10_0091",33.5522,115.3679517,"20200519"
"L1120_NPZT5_14_55_10_0092",33.55223,115.3679533,"20200519"
"L1120_NPZT5_14_55_10_0093",33.552255,115.3679583,"20200519"
"L1120_NPZT5_14_55_10_0094",33.55228833,115.3679667,"20200519"
"L1120_NPZT5_14_55_10_0095",33.55232167,115.3679683,"20200519"
"L1120_NPZT5_14_55_10_0096",33.55237333,115.3679783,"20200519"
"L1120_NPZT5_14_55_10_0097",33.55240167,115.36797,"20200519"
"L1120_NPZT5_14_55_10_0098",33.55242333,115.3679417,"20200519"
"L1120_NPZT5_14_55_10_0099",33.552455,115.3679383,"20200519"
"L1120_NPZT5_14_55_10_0100",33.55248,115.36793,"20200519"
