campaign_name,dataset_name,image_name,latitude,longitude,image_url,image_width,image_height
,,,,,,,
AUV2015,r20150527_081513_wa-gb-auv-02-exp,PR_20150527_081819_198_AC16.png,-33.5930902,115.2134864,,1388,1038
,,,,,,,
AUV2015,r20150527_081513_wa-gb-auv-02-exp,PR_20150527_081819_699_AC16.png,-33.5930938,115.2134835,,1388,1038
,,,,,,,
AUV2015,r20150527_081513_wa-gb-auv-02-exp,PR_20150527_081820_199_AC16.png,-33.593097,115.2134795,,1388,1038
,,,,,,,
AUV2015,r20150527_081513_wa-gb-auv-02-exp,PR_20150527_081820_699_AC16.png,-33.5931008,115.213476,,1388,1038
,,,,,,,
AUV2015,r20150527_081513_wa-gb-auv-02-exp,PR_20150527_081821_199_AC16.png,-33.5931039,115.2134718,,1388,1038
,,,,,,,
AUV2015,r20150527_081513_wa-gb-auv-02-exp,PR_20150527_081821_699_AC16.png,-33.593108,115.2134693,,1388,1038
,,,,,,,
AUV2015,r20150527_081513_wa-gb-auv-02-exp,PR_20150527_081822_199_AC16.png,-33.5931107,115.2134668,,1388,1038
,,,,,,,
AUV2015,r20150527_081513_wa-gb-auv-02-exp,PR_20150527_081822_699_AC16.png,-33.5931143,115.2134656,,1388,1038
,,,,,,,
AUV2015,r20150527_081513_wa-gb-auv-02-exp,PR_20150527_081823_199_AC16.png,-33.5931171,115.2134638,,1388,1038
,,,,,,,
AUV2015,r20150527_081513_wa-gb-auv-02-exp,PR_20150527_081823_699_AC16.png,-33.5931211,115.2134628,,1388,1038
,,,,,,,
AUV2015,r20150527_081513_wa-gb-auv-02-exp,PR_20150527_081824_199_AC16.png,-33.5931237,115.2134611,,1388,1038
,,,,,,,
AUV2015,r20150527_081513_wa-gb-auv-02-exp,PR_20150527_081824_699_AC16.png,-33.593127,115.2134602,,1388,1038
,,,,,,,
AUV2015,r20150527_081513_wa-gb-auv-02-exp,PR_20150527_081825_199_AC16.png,-33.5931287,115.2134576,,1388,1038
,,,,,,,
AUV2015,r20150527_081513_wa-gb-auv-02-exp,PR_20150527_081825_699_AC16.png,-33.5931316,115.2134558,,1388,1038
,,,,,,,
AUV2015,r20150527_081513_wa-gb-auv-02-exp,PR_20150527_081826_199_AC16.png,-33.5931331,115.2134542,,1388,1038
,,,,,,,
AUV2015,r20150527_081513_wa-gb-auv-02-exp,PR_20150527_081826_699_AC16.png,-33.5931358,115.2134531,,1388,1038
,,,,,,,
AUV2015,r20150527_081513_wa-gb-auv-02-exp,PR_20150527_081827_199_AC16.png,-33.5931364,115.2134516,,1388,1038
,,,,,,,
AUV2015,r20150527_081513_wa-gb-auv-02-exp,PR_20150527_081827_699_AC16.png,-33.5931386,115.2134508,,1388,1038
,,,,,,,
AUV2015,r20150527_081513_wa-gb-auv-02-exp,PR_20150527_081828_199_AC16.png,-33.5931393,115.2134491,,1388,1038
,,,,,,,
AUV2015,r20150527_081513_wa-gb-auv-02-exp,PR_20150527_081828_699_AC16.png,-33.5931416,115.2134476,,1388,1038
,,,,,,,
AUV2015,r20150527_081513_wa-gb-auv-02-exp,PR_20150527_081829_199_AC16.png,-33.5931431,115.2134441,,1388,1038
,,,,,,,
AUV2015,r20150527_081513_wa-gb-auv-02-exp,PR_20150527_081829_699_AC16.png,-33.5931461,115.2134416,,1388,1038
,,,,,,,
AUV2015,r20150527_081513_wa-gb-auv-02-exp,PR_20150527_081830_199_AC16.png,-33.5931478,115.2134379,,1388,1038
,,,,,,,
AUV2015,r20150527_081513_wa-gb-auv-02-exp,PR_20150527_081830_699_AC16.png,-33.5931507,115.2134354,,1388,1038
,,,,,,,
AUV2015,r20150527_081513_wa-gb-auv-02-exp,PR_20150527_081831_199_AC16.png,-33.5931523,115.213432,,1388,1038
,,,,,,,
AUV2015,r20150527_081513_wa-gb-auv-02-exp,PR_20150527_081831_699_AC16.png,-33.593155,115.2134298,,1388,1038
,,,,,,,
AUV2015,r20150527_081513_wa-gb-auv-02-exp,PR_20150527_081832_199_AC16.png,-33.5931564,115.2134264,,1388,1038
,,,,,,,
AUV2015,r20150527_081513_wa-gb-auv-02-exp,PR_20150527_081832_699_AC16.png,-33.5931586,115.2134236,,1388,1038
,,,,,,,
AUV2015,r20150527_081513_wa-gb-auv-02-exp,PR_20150527_081833_199_AC16.png,-33.5931596,115.2134198,,1388,1038
,,,,,,,
AUV2015,r20150527_081513_wa-gb-auv-02-exp,PR_20150527_081833_699_AC16.png,-33.5931609,115.2134163,,1388,1038
,,,,,,,
AUV2015,r20150527_081513_wa-gb-auv-02-exp,PR_20150527_081834_199_AC16.png,-33.5931612,115.2134118,,1388,1038
,,,,,,,
AUV2015,r20150527_081513_wa-gb-auv-02-exp,PR_20150527_081834_699_AC16.png,-33.593161,115.2134073,,1388,1038
,,,,,,,
AUV2015,r20150527_081513_wa-gb-auv-02-exp,PR_20150527_081835_199_AC16.png,-33.5931606,115.2134028,,1388,1038
,,,,,,,
AUV2015,r20150527_081513_wa-gb-auv-02-exp,PR_20150527_081835_699_AC16.png,-33.5931601,115.2133984,,1388,1038
,,,,,,,
AUV2015,r20150527_081513_wa-gb-auv-02-exp,PR_20150527_081836_199_AC16.png,-33.5931594,115.2133939,,1388,1038
,,,,,,,
AUV2015,r20150527_081513_wa-gb-auv-02-exp,PR_20150527_081836_699_AC16.png,-33.5931588,115.2133896,,1388,1038
,,,,,,,
