campaign_name,dataset_name,image_name,latitude,longitude,image_url,image_width,image_height
,,,,,,,
AUV2015,r20150529_042328_wa-gb-auv-15c,PR_20150529_043246_330_FC16.png,-33.4504439,115.0933289,,1388,1038
,,,,,,,
AUV2015,r20150529_042328_wa-gb-auv-15c,PR_20150529_043246_830_FC16.png,-33.4504416,115.0933312,,1388,1038
,,,,,,,
AUV2015,r20150529_042328_wa-gb-auv-15c,PR_20150529_043247_330_FC16.png,-33.4504396,115.0933333,,1388,1038
,,,,,,,
AUV2015,r20150529_042328_wa-gb-auv-15c,PR_20150529_043247_831_FC16.png,-33.4504374,115.0933356,,1388,1038
,,,,,,,
AUV2015,r20150529_042328_wa-gb-auv-15c,PR_20150529_043248_331_FC16.png,-33.4504353,115.0933379,,1388,1038
,,,,,,,
AUV2015,r20150529_042328_wa-gb-auv-15c,PR_20150529_043248_831_FC16.png,-33.4504332,115.0933404,,1388,1038
,,,,,,,
AUV2015,r20150529_042328_wa-gb-auv-15c,PR_20150529_043249_331_FC16.png,-33.4504311,115.0933427,,1388,1038
,,,,,,,
AUV2015,r20150529_042328_wa-gb-auv-15c,PR_20150529_043249_831_FC16.png,-33.4504289,115.0933453,,1388,1038
,,,,,,,
AUV2015,r20150529_042328_wa-gb-auv-15c,PR_20150529_043250_331_FC16.png,-33.4504274,115.0933476,,1388,1038
,,,,,,,
AUV2015,r20150529_042328_wa-gb-auv-15c,PR_20150529_043250_832_FC16.png,-33.450425,115.0933491,,1388,1038
,,,,,,,
AUV2015,r20150529_042328_wa-gb-auv-15c,PR_20150529_043251_332_FC16.png,-33.4504225,115.0933507,,1388,1038
,,,,,,,
AUV2015,r20150529_042328_wa-gb-auv-15c,PR_20150529_043251_832_FC16.png,-33.4504198,115.0933521,,1388,1038
,,,,,,,
AUV2015,r20150529_042328_wa-gb-auv-15c,PR_20150529_043252_332_FC16.png,-33.4504171,115.0933538,,1388,1038
,,,,,,,
AUV2015,r20150529_042328_wa-gb-auv-15c,PR_20150529_043252_832_FC16.png,-33.4504142,115.0933553,,1388,1038
,,,,,,,
AUV2015,r20150529_042328_wa-gb-auv-15c,PR_20150529_043253_332_FC16.png,-33.4504114,115.0933571,,1388,1038
,,,,,,,
AUV2015,r20150529_042328_wa-gb-auv-15c,PR_20150529_043253_832_FC16.png,-33.4504086,115.0933591,,1388,1038
,,,,,,,
