"siteID","lon_WGS84","lat_WGS84","ip"
"GB-CP-001",115.199327613219,-33.4125281722842,"1.32843118752705e-08"
"GB-CP-002",115.269832146591,-33.3740712703458,"1.32843118752705e-08"
"GB-CP-003",115.343180332102,-33.5205400775737,"1.32843118752705e-08"
"GB-CP-004",115.433115644002,-33.4610257310411,"1.32843118752705e-08"
"GB-CP-005",115.089824805114,-33.492844488998,"1.32843118752705e-08"
"GB-CP-006",115.369794133685,-33.4541783338638,"1.32843118752705e-08"
"GB-CP-007",115.092244900275,-33.3776791699575,"1.32843118752705e-08"
"GB-CP-008",115.272604742719,-33.5590409837018,"1.32843118752705e-08"
"GB-CP-009",115.184817558776,-33.5032788754683,"1.32843118752705e-08"
"GB-CP-010",115.447406938481,-33.3702589773617,"1.32843118752705e-08"
"GB-CP-011",115.274446653919,-33.4388310027288,"2.00473725251613e-07"
"GB-CP-012",115.081527682667,-33.3760998159549,"2.00473725251613e-07"
"GB-CP-013",115.132919563308,-33.4946246444791,"2.00473725251613e-07"
"GB-CP-014",115.534798856713,-33.3897905346193,"2.00473725251613e-07"
"GB-CP-015",115.255016195695,-33.4307725947733,"2.00473725251613e-07"
"GB-CP-016",115.256559649845,-33.6032111253147,"2.00473725251613e-07"
"GB-CP-017",115.090929010208,-33.4721821073249,"2.00473725251613e-07"
"GB-CP-018",115.389018876456,-33.4215811050552,"2.00473725251613e-07"
"GB-CP-019",115.196063380062,-33.3589951399749,"2.00473725251613e-07"
"GB-CP-020",115.257582356355,-33.4666900975229,"2.00473725251613e-07"
"GB-CP-021",115.488588861155,-33.420450446168,"2.00473725251613e-07"
"GB-CP-022",115.408699213484,-33.506853974316,"2.00473725251613e-07"
"GB-CP-023",115.093429248739,-33.4308731713658,"2.00473725251613e-07"
"GB-CP-024",115.109096102722,-33.4623010775317,"2.00473725251613e-07"
"GB-CP-025",115.476774878502,-33.4429310828576,"2.00473725251613e-07"
"GB-CP-026",115.353699277831,-33.5662405100802,"2.00473725251613e-07"
"GB-CP-027",115.239310670117,-33.3993613504928,"2.00473725251613e-07"
"GB-CP-028",115.135445768163,-33.5305484474704,"2.00473725251613e-07"
"GB-CP-029",115.155377845045,-33.3545315782578,"2.00473725251613e-07"
"GB-CP-030",115.478609794255,-33.4312523885525,"2.00473725251613e-07"
"GB-CP-031",115.074641310961,-33.3931599979001,"2.00473725251613e-07"
"GB-CP-032",115.498565889834,-33.4096480741358,"2.00473725251613e-07"
"GB-CP-033",115.237100313469,-33.5951479698064,"2.00473725251613e-07"
"GB-CP-034",115.310001093061,-33.3714362047342,"2.00473725251613e-07"
"GB-CP-035",115.192500197936,-33.5368038255474,"2.00473725251613e-07"
"GB-CP-036",115.354047259494,-33.4593635504094,"2.00473725251613e-07"
"GB-CP-037",115.178067974736,-33.5233416187187,"2.00473725251613e-07"
"GB-CP-038",115.42684249889,-33.496934938379,"2.00473725251613e-07"
"GB-CP-039",115.144812403984,-33.4721682475394,"2.00473725251613e-07"
"GB-CP-040",115.277882000337,-33.599591958376,"2.00473725251613e-07"
"GB-CP-041",115.434494107982,-33.4954319160849,"2.31013575077333e-06"
"GB-CP-042",115.248675911841,-33.4280291414561,"2.31013575077333e-06"
"GB-CP-043",115.48968680489,-33.4471491067222,"2.31013575077333e-06"
"GB-CP-044",115.261871889199,-33.5904501238639,"2.31013575077333e-06"
"GB-CP-045",115.344375435235,-33.5556692361062,"2.31013575077333e-06"
"GB-CP-046",115.162275656391,-33.3503389780186,"2.31013575077333e-06"
"GB-CP-047",115.484347011777,-33.4500730255514,"2.31013575077333e-06"
"GB-CP-048",115.093900547508,-33.4722981140648,"2.31013575077333e-06"
