"siteID","lon_WGS84","lat_WGS84","ip"
"GB-DC-001",115.508578768892,-33.3708349892952,"5.35941659842874e-08"
"GB-DC-002",115.45678332831,-33.4456567955611,"5.35941659842874e-08"
"GB-DC-003",115.173369915539,-33.5642206847163,"5.35941659842874e-08"
"GB-DC-004",115.299549017048,-33.5779906536886,"5.35941659842874e-08"
"GB-DC-005",115.43950016401,-33.3519081968412,"5.35941659842874e-08"
"GB-DC-006",115.444582888763,-33.4213687502758,"5.35941659842874e-08"
"GB-DC-007",115.39271738609,-33.4961760526183,"5.35941659842874e-08"
"GB-DC-008",115.186525598075,-33.3818180442319,"5.35941659842874e-08"
"GB-DC-009",115.359733516616,-33.4007042245119,"5.35941659842874e-08"
"GB-DC-010",115.237581893818,-33.5137860510452,"5.35941659842874e-08"
"GB-DC-011",115.27879036645,-33.5067891837703,"5.35941659842874e-08"
"GB-DC-012",115.145359715674,-33.3887886768323,"5.35941659842874e-08"
"GB-DC-013",115.346495077652,-33.4337290667684,"5.35941659842874e-08"
"GB-DC-014",115.178146206636,-33.4843040936226,"5.35941659842874e-08"
"GB-DC-015",115.287369458104,-33.5536841661991,"5.35941659842874e-08"
"GB-DC-016",115.17323545414,-33.414826845921,"5.35941659842874e-08"
"GB-DC-017",115.451691427011,-33.3761935417477,"5.35941659842874e-08"
"GB-DC-018",115.447126755718,-33.4561022990298,"5.35941659842874e-08"
"GB-DC-019",115.373380437111,-33.5170606095653,"5.35941659842874e-08"
"GB-DC-020",115.086019942701,-33.3592780839537,"5.35941659842874e-08"
"GB-DC-021",115.306407398202,-33.3834240565959,"5.35941659842874e-08"
"GB-DC-022",115.197515706235,-33.4634452851816,"5.35941659842874e-08"
"GB-DC-023",115.288468198258,-33.4963532321227,"5.35941659842874e-08"
"GB-DC-024",115.056958481046,-33.3905386703519,"5.35941659842874e-08"
"GB-DC-025",115.293154472986,-33.4164432691368,"5.35941659842874e-08"
"GB-DC-026",115.061791695066,-33.4600164627562,"5.35941659842874e-08"
