"siteID","lon_WGS84","lat_WGS84","ip"
"GB-DC-001",115.486879973911,-33.3585926489165,"5.33577787657035e-08"
"GB-DC-002",115.29294316122,-33.4181451684619,"5.33577787657035e-08"
"GB-DC-003",115.083003314974,-33.4757212133502,"5.33577787657035e-08"
"GB-DC-004",115.278268763839,-33.3590043481436,"5.33577787657035e-08"
"GB-DC-005",115.423788914365,-33.3517872646737,"5.33577787657035e-08"
"GB-DC-006",115.425304203034,-33.4440065253348,"5.33577787657035e-08"
"GB-DC-007",115.402374768721,-33.4875630929761,"5.33577787657035e-08"
"GB-DC-008",115.221271364982,-33.3642875480607,"5.33577787657035e-08"
"GB-DC-009",115.369324117273,-33.3919188959302,"5.33577787657035e-08"
"GB-DC-010",115.22869741984,-33.4686867609922,"5.33577787657035e-08"
"GB-DC-011",115.376898357819,-33.4963162481359,"5.33577787657035e-08"
"GB-DC-012",115.144873734107,-33.3904391832557,"5.33577787657035e-08"
"GB-DC-013",115.336698562297,-33.4459205729002,"5.33577787657035e-08"
"GB-DC-014",115.120649830747,-33.4913783233467,"5.33577787657035e-08"
"GB-DC-015",115.296846424954,-33.5451828144934,"5.33577787657035e-08"
"GB-DC-016",115.277163889131,-33.4164262155769,"5.33577787657035e-08"
"GB-DC-017",115.439560918222,-33.3534910221094,"5.33577787657035e-08"
"GB-DC-018",115.421736209511,-33.4666375601212,"5.33577787657035e-08"
"GB-DC-019",115.383005661375,-33.5084870162942,"5.33577787657035e-08"
"GB-DC-020",115.123029836033,-33.3765271006226,"5.33577787657035e-08"
"GB-DC-021",115.315902590537,-33.3746104611702,"5.33577787657035e-08"
"GB-DC-022",115.177720784708,-33.4861310590337,"5.33577787657035e-08"
"GB-DC-023",115.300443816531,-33.5225513463584,"5.33577787657035e-08"
"GB-DC-024",115.093921003359,-33.4078532781307,"5.33577787657035e-08"
"GB-DC-025",115.302629305935,-33.4076908167005,"5.33577787657035e-08"
"GB-DC-026",115.064794924661,-33.4391757689438,"5.33577787657035e-08"
"GB-DC-027",115.309049640848,-33.5695329621738,"5.33577787657035e-08"
"GB-DC-028",115.182499048333,-33.4060787343562,"5.33577787657035e-08"
"GB-DC-029",115.422736192336,-33.5150533462747,"1.74796762144317e-07"
"GB-DC-030",115.3501268135,-33.4690362420597,"1.74796762144317e-07"
"GB-DC-031",115.157519039368,-33.3971352704399,"1.74796762144317e-07"
"GB-DC-032",115.160941329668,-33.4865638771703,"1.74796762144317e-07"
"GB-DC-033",115.330695483433,-33.4796476979028,"1.74796762144317e-07"
"GB-DC-034",115.47676665057,-33.4254878014731,"1.74796762144317e-07"
"GB-DC-035",115.050915249268,-33.3981148115447,"1.74796762144317e-07"
"GB-DC-036",115.241586749598,-33.5653646377962,"1.74796762144317e-07"
"GB-DC-037",115.312645022356,-33.5094892740374,"1.74796762144317e-07"
"GB-DC-038",115.388734872931,-33.3651132130906,"1.74796762144317e-07"
"GB-DC-039",115.254785783861,-33.4268630910614,"1.74796762144317e-07"
"GB-DC-040",115.249698204126,-33.5980594481562,"1.74796762144317e-07"
"GB-DC-041",115.443848792682,-33.4092224977634,"1.74796762144317e-07"
"GB-DC-042",115.346545195181,-33.3796148276559,"1.74796762144317e-07"
"GB-DC-043",115.28033666486,-33.4614501347077,"1.74796762144317e-07"
"GB-DC-044",115.126702476862,-33.4509968254947,"1.74796762144317e-07"
"GB-DC-045",115.318600262145,-33.4719735726246,"1.74796762144317e-07"
"GB-DC-046",115.466078749048,-33.4370542674411,"1.74796762144317e-07"
"GB-DC-047",115.149507214288,-33.4471414494946,"1.74796762144317e-07"
