Sample,Family,Genus,Species,Count,Length
MF-CNB2-4,Mullidae,Upeneichthys,vlamingii,1,168.8939
MF-CNB3-5,Serranidae,Acanthistius,serratus,1,227.8022
MF-CNB3-5,Aulopidae,Aulopus,purpurissatus,1,321.3507
MF-CNB3-5,Labridae,Austrolabrus,maculatus,1,80.601
MF-CNB3-5,Labridae,Austrolabrus,maculatus,1,109.9115
MF-CNB3-5,Labridae,Bodianus,frenchii,1,235.1635
MF-CNB3-5,Chaetodontidae,Chelmonops,curiosus,1,113.8111
MF-CNB3-5,Chaetodontidae,Chelmonops,curiosus,1,137.7357
MF-CNB3-5,Labridae,Choerodon,rubescens,1,515.2557
MF-CNB3-5,Labridae,Coris,auricularis,1,333.5001
MF-CNB3-5,Labridae,Coris,auricularis,1,108.1507
MF-CNB3-5,Monacanthidae,Meuschenia,flavolineata,1,245.0249
MF-CNB3-5,Monacanthidae,Meuschenia,galii,1,234.3244
MF-CNB3-5,Monacanthidae,Meuschenia,galii,1,226.4401
MF-CNB3-5,Monacanthidae,Meuschenia,galii,1,259.2884
MF-CNB3-5,Monacanthidae,Meuschenia,hippocrepis,1,378.626
MF-CNB3-5,Monacanthidae,Meuschenia,hippocrepis,1,314.8245
MF-CNB3-5,Scorpididae,Neatypus,obliquus,1,137.1933
MF-CNB3-5,Labridae,Notolabrus,parilus,1,277.6631
MF-CNB3-5,Labridae,Notolabrus,parilus,1,333.831
MF-CNB3-5,Labridae,Notolabrus,parilus,1,265.0332
MF-CNB3-5,Odacidae,Odax,cyanomelas,1,299.3861
MF-CNB3-5,Labridae,Ophthalmolepis,lineolatus,1,85.1612
MF-CNB3-5,Labridae,Ophthalmolepis,lineolatus,1,182.1068
MF-CNB3-5,Labridae,Ophthalmolepis,lineolatus,1,183.9866
MF-CNB3-5,Labridae,Ophthalmolepis,lineolatus,1,132.6943
MF-CNB3-5,Labridae,Ophthalmolepis,lineolatus,1,151.6104
MF-CNB3-5,Labridae,Ophthalmolepis,lineolatus,1,192.6841
MF-CNB3-5,Labridae,Ophthalmolepis,lineolatus,1,280.829
MF-CNB3-5,Labridae,Pseudolabrus,biserialis,1,95.3848
MF-CNB3-5,Labridae,Pseudolabrus,biserialis,1,124.2366
MF-CNB3-5,Labridae,Pseudolabrus,biserialis,1,129.3902
MF-CNB3-5,Labridae,Pseudolabrus,biserialis,1,197.1303
MF-CNB3-5,Scorpididae,Tilodon,sexfasciatus,1,292.397
MF-CNB3-5,Rhinobatidae,Trygonorrhina,fasciata,1,594.9398
MF-CNB4-2,Labridae,Coris,auricularis,1,116.8003
MF-CNB4-2,Labridae,Coris,auricularis,1,265.2587
MF-WC106,Dasyatidae,Dasyatis,brevicaudata,1,1124.8059
MF-CNB4-2,Kyphosidae,Girella,tephraeops,1,347.9184
MF-CNB4-2,Muraenidae,Gymnothorax,woodwardi,1,108.2286
MF-CNB4-2,Muraenidae,Gymnothorax,woodwardi,1,357.2587
MF-CNB4-2,Myliobatidae,Myliobatis,australis,1,450.5266
MF-CNB4-2,Cheilodactylidae,Nemadactylus,valenciennesi,1,354.3308
MF-CNB4-2,Cheilodactylidae,Nemadactylus,valenciennesi,1,424.1752
MF-CNB4-2,Labridae,Notolabrus,parilus,1,265.6386
MF-CNB4-2,Labridae,Notolabrus,parilus,1,351.4965
MF-CNB4-2,Labridae,Notolabrus,parilus,1,292.7757
MF-CNB4-2,Odacidae,Odax,cyanomelas,1,280.5511
MF-CNB4-2,Labridae,Ophthalmolepis,lineolatus,1,132.2798
MF-CNB4-2,Labridae,Ophthalmolepis,lineolatus,1,135.497
MF-CNB4-2,Labridae,Ophthalmolepis,lineolatus,1,138.4651
MF-CNB4-2,Labridae,Ophthalmolepis,lineolatus,1,288.2674
MF-CNB4-2,Labridae,Ophthalmolepis,lineolatus,1,172.7963
MF-CNB4-2,Labridae,Ophthalmolepis,lineolatus,1,188.7006
MF-CNB4-2,Labridae,Ophthalmolepis,lineolatus,1,193.0068
MF-CNB4-2,Labridae,Ophthalmolepis,lineolatus,1,189.944
MF-CNB4-2,Labridae,Pseudolabrus,biserialis,1,99.0758
MF-CNB4-2,Labridae,Pseudolabrus,biserialis,1,168.0647
MF-CNB4-2,Labridae,Pseudolabrus,biserialis,1,124.2964
MF-CNB4-2,Labridae,Pseudolabrus,biserialis,1,161.9373
MF-CNB4-2,Labridae,Pseudolabrus,biserialis,1,163.4286
MF-CNB4-2,Labridae,Pseudolabrus,biserialis,1,168.4371
MF-CNB4-2,Labridae,Pseudolabrus,biserialis,1,192.9899
MF-CNB4-2,Scorpididae,Scorpis,aequipinnis,1,333.0595
MF-CNB4-2,Scorpididae,Tilodon,sexfasciatus,1,306.6799
MF-CNB4-2,Urolophidae,Trygonoptera,ovalis,1,273.9791
MF-CNB4-5,Aracanidae,Anoplocapros,lenticularis,1,232.9353
MF-CNB4-5,Labridae,Austrolabrus,maculatus,1,108.3922
MF-CNB4-5,Labridae,Bodianus,frenchii,1,403.8721
MF-CNB4-5,Labridae,Coris,auricularis,1,428.3158
MF-CNB4-5,Monacanthidae,Meuschenia,galii,1,308.2086
MF-CNB4-5,Monacanthidae,Meuschenia,hippocrepis,1,319.6867
MF-CNB4-5,Monacanthidae,Meuschenia,hippocrepis,1,407.9978
MF-CNB4-5,Monacanthidae,Meuschenia,hippocrepis,1,404.4223
MF-CNB4-5,Monacanthidae,Meuschenia,hippocrepis,1,392.3521
MF-CNB4-5,Monacanthidae,Meuschenia,hippocrepis,1,293.3088
MF-CNB4-5,Monacanthidae,Meuschenia,hippocrepis,1,376.5973
MF-CNB4-5,Monacanthidae,Meuschenia,hippocrepis,1,299.0762
MF-CNB4-5,Monacanthidae,Meuschenia,hippocrepis,1,286.1601
MF-CNB4-5,Neosebastidae,Neosebastes,pandus,1,265.1424
MF-CNB4-5,Labridae,Notolabrus,parilus,1,351.5475
MF-CNB4-5,Labridae,Ophthalmolepis,lineolatus,1,111.9475
MF-CNB4-5,Labridae,Ophthalmolepis,lineolatus,1,197.4049
MF-CNB4-5,Labridae,Ophthalmolepis,lineolatus,1,153.5533
MF-CNB4-5,Labridae,Ophthalmolepis,lineolatus,1,131.4687
MF-CNB4-5,Labridae,Ophthalmolepis,lineolatus,1,369.627
MF-CNB4-5,Labridae,Ophthalmolepis,lineolatus,1,103.5198
MF-CNB4-5,Labridae,Ophthalmolepis,lineolatus,1,147.8739
MF-CNB4-5,Labridae,Ophthalmolepis,lineolatus,1,325.4073
MF-CNB4-5,Serranidae,Othos,dentex,1,353.9572
MF-CNB4-5,Carangidae,Pseudocaranx,spp,1,336.8696
MF-CNB4-5,Carangidae,Pseudocaranx,spp,1,309.3049
MF-CNB4-5,Labridae,Pseudolabrus,biserialis,1,190.139
MF-CNB4-5,Labridae,Pseudolabrus,biserialis,1,172.8106
MF-CNB4-5,Labridae,Pseudolabrus,biserialis,1,163.5514
MF-CNB4-5,Labridae,Pseudolabrus,biserialis,1,161.9372
MF-CNB4-5,Labridae,Notolabrus,parilus,1,318.2331
MF-CNB4-5,Scorpididae,Scorpis,aequipinnis,1,310.3479
MF-CNB4-5,Scorpididae,Scorpis,aequipinnis,1,298.1564
MF-CNB5-1,Monacanthidae,Meuschenia,flavolineata,1,251.4893
MF-CNB5-1,Monacanthidae,Meuschenia,flavolineata,1,288.7589
MF-CNB5-1,Monacanthidae,Meuschenia,galii,1,323.2823
MF-CNB5-1,Monacanthidae,Meuschenia,galii,1,299.1747
MF-CNB5-1,Monacanthidae,Meuschenia,galii,1,309.1047
MF-CNB5-1,Monacanthidae,Meuschenia,hippocrepis,1,376.0252
MF-CNB5-1,Monacanthidae,Meuschenia,hippocrepis,1,333.9512
MF-CNB5-1,Monacanthidae,Meuschenia,hippocrepis,1,415.5517
MF-CNB5-1,Cheilodactylidae,Nemadactylus,valenciennesi,1,519.6984
MF-CNB5-1,Labridae,Notolabrus,parilus,1,317.9148
MF-CNB5-1,Labridae,Notolabrus,parilus,1,309.1351
MF-CNB5-1,Odacidae,Odax,cyanomelas,1,236.1155
MF-CNB5-1,Odacidae,Odax,cyanomelas,1,278.0303
MF-CNB5-1,Labridae,Ophthalmolepis,lineolatus,1,223.8287
MF-CNB5-1,Labridae,Ophthalmolepis,lineolatus,1,220.7978
MF-CNB5-1,Labridae,Ophthalmolepis,lineolatus,1,217.4797
MF-CNB5-1,Labridae,Ophthalmolepis,lineolatus,1,277.237
MF-CNB5-1,Labridae,Ophthalmolepis,lineolatus,1,170.0608
MF-CNB5-1,Labridae,Ophthalmolepis,lineolatus,1,245.1468
MF-CNB5-1,Labridae,Ophthalmolepis,lineolatus,1,275.6181
MF-CNB5-1,Labridae,Ophthalmolepis,lineolatus,1,165.7806
MF-CNB5-1,Labridae,Ophthalmolepis,lineolatus,1,207.7017
MF-CNB5-1,Labridae,Ophthalmolepis,lineolatus,1,274.3908
MF-CNB5-1,Labridae,Ophthalmolepis,lineolatus,1,291.0396
MF-CNB5-1,Labridae,Ophthalmolepis,lineolatus,1,252.4795
MF-CNB5-1,Labridae,Pseudolabrus,biserialis,1,155.4181
MF-CNB5-1,Labridae,Pseudolabrus,biserialis,1,141.0277
MF-CNB5-2,Scyliorhinidae,Aulohalaelurus,labiosus,1,519.2691
MF-CNB5-2,Serranidae,Caesioperca,rasor,1,165.8215
MF-CNB5-2,Serranidae,Caesioperca,rasor,1,131.9313
MF-CNB5-2,Serranidae,Caesioperca,rasor,1,186.2857
MF-CNB5-2,Serranidae,Caesioperca,rasor,1,182.7031
MF-CNB5-2,Serranidae,Caesioperca,rasor,1,201.7775
MF-CNB5-2,Serranidae,Caesioperca,rasor,1,167.2602
MF-CNB5-2,Serranidae,Caesioperca,rasor,1,220.1747
MF-CNB5-2,Serranidae,Caesioperca,rasor,1,138.6017
MF-CNB5-2,Serranidae,Caesioperca,rasor,1,141.1661
MF-CNB5-2,Berycidae,Centroberyx,gerrardi,1,425.0917
MF-CNB5-2,Labridae,Coris,auricularis,1,391.6053
MF-CNB5-2,Labridae,Coris,auricularis,1,77.3335
MF-CNB5-2,Labridae,Coris,auricularis,1,118.1276
MF-CNB5-2,Muraenidae,Gymnothorax,woodwardi,1,475.8472
MF-CNB5-2,Kyphosidae,Kyphosus,sydneyanus,1,559.7471
MF-CNB5-2,Kyphosidae,Kyphosus,sydneyanus,1,569.8005
MF-CNB5-2,Kyphosidae,Kyphosus,sydneyanus,1,673.3292
MF-CNB5-2,Kyphosidae,Kyphosus,sydneyanus,1,714.5079
MF-CNB5-2,Kyphosidae,Kyphosus,sydneyanus,1,598.8846
MF-CNB5-2,Kyphosidae,Kyphosus,sydneyanus,1,560.617
MF-CNB5-2,Kyphosidae,Kyphosus,sydneyanus,1,638.5515
MF-CNB5-2,Kyphosidae,Kyphosus,sydneyanus,1,518.3405
MF-CNB5-2,Kyphosidae,Kyphosus,sydneyanus,1,662.583
MF-CNB5-2,Kyphosidae,Kyphosus,sydneyanus,1,472.8879
MF-CNB5-2,Kyphosidae,Kyphosus,sydneyanus,1,483.1046
MF-CNB5-2,Kyphosidae,Kyphosus,sydneyanus,1,513.671
MF-CNB5-2,Kyphosidae,Kyphosus,sydneyanus,1,578.903
MF-CNB5-2,Kyphosidae,Kyphosus,sydneyanus,1,559.5408
MF-CNB5-2,Kyphosidae,Kyphosus,sydneyanus,1,571.0222
MF-CNB5-2,Kyphosidae,Kyphosus,sydneyanus,1,548.1023
MF-CNB5-2,Kyphosidae,Kyphosus,sydneyanus,1,562.3488
MF-CNB5-2,Monacanthidae,Meuschenia,galii,1,291.2863
MF-CNB5-2,Monacanthidae,Meuschenia,hippocrepis,1,327.4993
MF-CNB5-2,Monacanthidae,Meuschenia,hippocrepis,1,369.4888
MF-CNB5-2,Myliobatidae,Myliobatis,australis,1,617.5519
MF-CNB5-2,Labridae,Notolabrus,parilus,1,307.4272
MF-CNB5-2,Labridae,Ophthalmolepis,lineolatus,1,277.5625
MF-CNB5-2,Labridae,Ophthalmolepis,lineolatus,1,257.3752
MF-CNB5-2,Labridae,Ophthalmolepis,lineolatus,1,207.1668
MF-CNB5-2,Labridae,Ophthalmolepis,lineolatus,1,318.7182
MF-CNB5-2,Labridae,Ophthalmolepis,lineolatus,1,189.9697
MF-CNB5-2,Pomacentridae,Parma,mccullochi,1,201.2104
MF-CNB5-2,Carangidae,Pseudocaranx,spp,1,262.8947
MF-CNB5-2,Carangidae,Pseudocaranx,spp,1,287.7598
MF-CNB5-2,Carangidae,Pseudocaranx,spp,1,315.5748
MF-CNB5-2,Labridae,Pseudolabrus,biserialis,1,128.5283
MF-CNB5-2,Labridae,Pseudolabrus,biserialis,1,155.9017
MF-CNB5-2,Labridae,Pseudolabrus,biserialis,1,158.556
MF-CNB5-2,Labridae,Pseudolabrus,biserialis,1,170.341
MF-CNB5-2,Scorpididae,Tilodon,sexfasciatus,1,333.8113
MF-CNB5-2,Urolophidae,Trygonoptera,ovalis,1,236.8112
MF-CNB5-2,Mullidae,Upeneichthys,vlamingii,1,134.9707
MF-CNB5-3,Scyliorhinidae,Aulohalaelurus,labiosus,1,556.7659
MF-CNB5-3,Aulopidae,Aulopus,purpurissatus,1,425.3733
MF-CNB5-3,Labridae,Austrolabrus,maculatus,1,101.9099
MF-CNB5-3,Labridae,Coris,auricularis,1,197.3376
MF-CNB5-3,Monacanthidae,Meuschenia,galii,1,310.4499
MF-CNB5-3,Monacanthidae,Meuschenia,galii,1,227.0039
MF-CNB5-3,Monacanthidae,Meuschenia,hippocrepis,1,309.2572
MF-CNB5-3,Monacanthidae,Meuschenia,hippocrepis,1,356.2361
MF-CNB5-3,Myliobatidae,Myliobatis,australis,1,432.0634
MF-CNB5-3,Odacidae,Odax,cyanomelas,1,292.0051
MF-CNB5-3,Labridae,Ophthalmolepis,lineolatus,1,154.9545
MF-CNB5-3,Labridae,Ophthalmolepis,lineolatus,1,100.6474
MF-CNB5-3,Labridae,Ophthalmolepis,lineolatus,1,119.6996
MF-CNB5-3,Labridae,Ophthalmolepis,lineolatus,1,207.5366
MF-CNB5-3,Labridae,Ophthalmolepis,lineolatus,1,272.3121
MF-CNB5-3,Labridae,Ophthalmolepis,lineolatus,1,196.3257
MF-CNB5-3,Labridae,Ophthalmolepis,lineolatus,1,201.1473
MF-CNB5-3,Labridae,Ophthalmolepis,lineolatus,1,185.1257
MF-CNB5-3,Labridae,Ophthalmolepis,lineolatus,1,221.4971
MF-CNB5-3,Labridae,Ophthalmolepis,lineolatus,1,202.0965
MF-CNB5-3,Labridae,Ophthalmolepis,lineolatus,1,213.607
MF-CNB5-3,Labridae,Ophthalmolepis,lineolatus,1,219.0008
MF-CNB5-3,Labridae,Ophthalmolepis,lineolatus,1,204.7174
MF-CNB5-3,Labridae,Ophthalmolepis,lineolatus,1,246.5501
MF-CNB5-3,Labridae,Pictilabrus,laticlavius,1,177.5233
MF-CNB5-3,Carangidae,Pseudocaranx,spp,1,189.8442
MF-CNB5-3,Carangidae,Pseudocaranx,spp,1,287.1409
MF-CNB5-3,Carangidae,Pseudocaranx,spp,1,186.7569
MF-CNB5-3,Carangidae,Pseudocaranx,spp,1,245.2685
MF-CNB5-3,Carangidae,Pseudocaranx,spp,1,282.9001
MF-CNB5-3,Carangidae,Pseudocaranx,spp,1,312.5973
MF-CNB5-3,Carangidae,Pseudocaranx,spp,1,322.7794
MF-CNB5-3,Labridae,Pseudolabrus,biserialis,1,87.762200000000007
MF-CNB5-3,Labridae,Pseudolabrus,biserialis,1,128.7785
MF-CNB5-3,Labridae,Pseudolabrus,biserialis,1,97.7087
MF-CNB5-3,Labridae,Pseudolabrus,biserialis,1,164.6708
MF-CNB6-1,Aracanidae,Anoplocapros,lenticularis,1,116.7685
MF-CNB6-1,Labridae,Austrolabrus,maculatus,1,81.9811
MF-CNB6-1,Serranidae,Caesioperca,rasor,1,191.0143
MF-CNB6-1,Serranidae,Caesioperca,rasor,1,206.1755
MF-CNB6-1,Berycidae,Centroberyx,lineatus,1,214.0698
MF-CNB6-1,Kyphosidae,Kyphosus,sydneyanus,1,572.3194
MF-CNB6-1,Monacanthidae,Meuschenia,galii,1,267.7491
MF-CNB6-1,Monacanthidae,Meuschenia,galii,1,286.3436
MF-CNB6-1,Monacanthidae,Meuschenia,galii,1,264.7582
MF-CNB6-1,Monacanthidae,Meuschenia,hippocrepis,1,354.8263
MF-CNB6-1,Monacanthidae,Meuschenia,hippocrepis,1,297.4954
MF-CNB6-1,Monacanthidae,Meuschenia,hippocrepis,1,330.3109
MF-CNB6-1,Monacanthidae,Meuschenia,hippocrepis,1,306.1167
MF-CNB6-1,Monacanthidae,Meuschenia,hippocrepis,1,346.3482
MF-CNB6-1,Monacanthidae,Meuschenia,hippocrepis,1,391.9499
MF-CNB6-1,Scorpididae,Neatypus,obliquus,1,148.6498
MF-CNB6-1,Labridae,Notolabrus,parilus,1,195.4153
MF-CNB6-1,Labridae,Notolabrus,parilus,1,404.7218
MF-CNB6-1,Labridae,Ophthalmolepis,lineolatus,1,245.6851
MF-CNB6-1,Labridae,Ophthalmolepis,lineolatus,1,300.4047
MF-CNB6-1,Labridae,Ophthalmolepis,lineolatus,1,233.4925
MF-CNB6-1,Labridae,Ophthalmolepis,lineolatus,1,288.6233
MF-CNB6-1,Pomacentridae,Parma,mccullochi,1,205.0985
MF-CNB6-1,Labridae,Pictilabrus,laticlavius,1,124.3652
MF-CNB6-1,Carangidae,Pseudocaranx,spp,1,331.393
MF-CNB6-1,Labridae,Pseudolabrus,biserialis,1,148.2041
MF-CNB6-1,Labridae,Pseudolabrus,biserialis,1,158.1253
MF-CNB6-1,Labridae,Pseudolabrus,biserialis,1,121.8115
MF-CNB6-1,Labridae,Pseudolabrus,biserialis,1,141.336
MF-CNB6-1,Labridae,Pseudolabrus,biserialis,1,158.3133
MF-CNB6-1,Scorpididae,Scorpis,aequipinnis,1,293.6358
MF-CNB6-1,Scorpididae,Scorpis,aequipinnis,1,297.3075
MF-CNB6-2,Labridae,Bodianus,frenchii,1,347.8603
MF-CNB6-2,Dinolestidae,Dinolestes,lewini,1,224.4996
MF-CNB6-2,Monacanthidae,Meuschenia,hippocrepis,1,419.8639
MF-CNB6-2,Cheilodactylidae,Nemadactylus,valenciennesi,1,397.1596
MF-CNB6-2,Labridae,Notolabrus,parilus,1,325.7388
MF-CNB6-2,Odacidae,Odax,cyanomelas,1,271.1746
MF-CNB6-2,Labridae,Ophthalmolepis,lineolatus,1,162.6035
MF-CNB6-2,Labridae,Ophthalmolepis,lineolatus,1,122.3709
MF-CNB6-2,Labridae,Ophthalmolepis,lineolatus,1,108.5939
MF-CNB6-2,Labridae,Ophthalmolepis,lineolatus,1,322.0646
MF-CNB6-2,Labridae,Ophthalmolepis,lineolatus,1,135.294
MF-CNB6-2,Labridae,Ophthalmolepis,lineolatus,1,328.2871
MF-CNB6-2,Labridae,Ophthalmolepis,lineolatus,1,161.9462
MF-CNB6-2,Pomacentridae,Parma,mccullochi,1,170.8054
MF-CNB6-2,Carangidae,Pseudocaranx,spp,1,303.2035
MF-CNB6-2,Carangidae,Pseudocaranx,spp,1,251.2399
MF-CNB6-2,Carangidae,Pseudocaranx,spp,1,248.4469
MF-CNB6-2,Labridae,Pseudolabrus,biserialis,1,124.9135
MF-CNB6-2,Labridae,Pseudolabrus,biserialis,1,177.8434
MF-CNB6-2,Labridae,Pseudolabrus,biserialis,1,307.944
MF-CNB6-2,Scorpididae,Tilodon,sexfasciatus,1,388.1005
MF-CNB6-3,Labridae,Bodianus,frenchii,1,259.2248
MF-CNB6-3,Chaetodontidae,Chelmonops,curiosus,1,171.612
MF-CNB6-3,Labridae,Coris,auricularis,1,93.0011
MF-CNB6-3,Monacanthidae,Meuschenia,galii,1,144.3912
MF-CNB6-3,Monacanthidae,Meuschenia,galii,1,296.2748
MF-CNB6-3,Odacidae,Odax,cyanomelas,1,234.1852
MF-CNB6-3,Labridae,Ophthalmolepis,lineolatus,1,69.8776
MF-CNB6-3,Labridae,Ophthalmolepis,lineolatus,1,164.3483
MF-CNB6-3,Labridae,Ophthalmolepis,lineolatus,1,212.9566
MF-CNB6-3,Labridae,Ophthalmolepis,lineolatus,1,291.0094
MF-CNB6-3,Labridae,Pictilabrus,laticlavius,1,159.1323
MF-CNB6-3,Carangidae,Pseudocaranx,spp,1,330.3916
MF-CNB6-3,Carangidae,Pseudocaranx,spp,1,297.7141
MF-CNB6-3,Labridae,Pseudolabrus,biserialis,1,121.8664
MF-CNB6-3,Labridae,Pseudolabrus,biserialis,1,132.599
MF-CNB6-4,Berycidae,Centroberyx,lineatus,1,181.7353
MF-CNB6-4,Berycidae,Centroberyx,lineatus,1,214.7352
MF-CNB6-4,Labridae,Coris,auricularis,1,281.8445
MF-CNB6-4,Glaucosomatidae,Glaucosoma,hebraicum,1,485.6156
MF-CNB6-4,Monacanthidae,Meuschenia,hippocrepis,1,348.0443
MF-CNB6-4,Scorpididae,Neatypus,obliquus,1,84.7946
MF-CNB6-4,Labridae,Notolabrus,parilus,1,329.3879
MF-CNB6-4,Labridae,Notolabrus,parilus,1,204.7093
MF-CNB6-4,Labridae,Ophthalmolepis,lineolatus,1,268.5371
MF-CNB6-4,Labridae,Ophthalmolepis,lineolatus,1,143.1143
MF-CNB6-4,Labridae,Ophthalmolepis,lineolatus,1,211.3064
MF-CNB6-4,Labridae,Ophthalmolepis,lineolatus,1,154.9518
MF-CNB6-4,Labridae,Ophthalmolepis,lineolatus,1,121.7174
MF-CNB6-4,Labridae,Ophthalmolepis,lineolatus,1,144.4943
MF-CNB6-4,Labridae,Ophthalmolepis,lineolatus,1,273.5259
MF-CNB6-4,Labridae,Ophthalmolepis,lineolatus,1,246.7568
MF-CNB6-4,Labridae,Ophthalmolepis,lineolatus,1,252.5201
MF-CNB6-4,Labridae,Ophthalmolepis,lineolatus,1,264.9276
MF-CNB6-4,Labridae,Ophthalmolepis,lineolatus,1,272.3237
MF-CNB6-4,Labridae,Ophthalmolepis,lineolatus,1,256.9413
MF-CNB6-4,Labridae,Ophthalmolepis,lineolatus,1,293.4454
MF-CNB6-4,Labridae,Ophthalmolepis,lineolatus,1,222.0841
MF-CNB6-4,Carangidae,Pseudocaranx,spp,1,235.6986
MF-CNB6-4,Carangidae,Pseudocaranx,spp,1,286.1835
MF-CNB6-4,Carangidae,Pseudocaranx,spp,1,224.4254
MF-CNB6-4,Carangidae,Pseudocaranx,spp,1,299.0837
MF-CNB6-4,Carangidae,Pseudocaranx,spp,1,252.7579
MF-CNB6-4,Carangidae,Pseudocaranx,spp,1,233.0209
MF-CNB6-4,Labridae,Pseudolabrus,biserialis,1,197.6115
MF-CNB6-4,Labridae,Pseudolabrus,biserialis,1,125.1851
MF-CNB6-4,Labridae,Pseudolabrus,biserialis,1,179.4347
MF-CNB6-4,Labridae,Pseudolabrus,biserialis,1,158.9113
MF-CNB7-2,Labridae,Bodianus,frenchii,1,296.9997
MF-CNB7-2,Serranidae,Caesioperca,rasor,1,149.3393
MF-CNB7-2,Serranidae,Caesioperca,rasor,1,185.4051
MF-CNB7-2,Serranidae,Caesioperca,rasor,1,116.7815
MF-CNB7-2,Serranidae,Caesioperca,rasor,1,168.6293
MF-CNB7-2,Serranidae,Caesioperca,rasor,1,144.78
MF-CNB7-2,Serranidae,Caesioperca,rasor,1,161.5184
MF-CNB7-2,Serranidae,Caesioperca,rasor,1,243.3155
MF-CNB7-2,Chaetodontidae,Chelmonops,curiosus,1,151.2367
MF-CNB7-2,Pomacentridae,Chromis,klunzingeri,1,62.0476
MF-CNB7-2,Pomacentridae,Chromis,klunzingeri,1,77.3778
MF-CNB7-2,Pomacentridae,Chromis,klunzingeri,1,61.0313
MF-CNB7-2,Pomacentridae,Chromis,klunzingeri,1,64.2989
MF-CNB7-2,Serranidae,Epinephelides,armatus,1,348.5405
MF-CNB7-2,Monacanthidae,Meuschenia,flavolineata,1,326.2497
MF-CNB7-2,Monacanthidae,Meuschenia,galii,1,264.8063
MF-CNB7-2,Monacanthidae,Meuschenia,hippocrepis,1,344.7368
MF-CNB7-2,Myliobatidae,Myliobatis,australis,1,467.211011015725
MF-CNB7-2,Scorpididae,Neatypus,obliquus,1,159.2596
MF-CNB7-2,Scorpididae,Neatypus,obliquus,1,179.014
MF-CNB7-2,Scorpididae,Neatypus,obliquus,1,181.6817
MF-CNB7-2,Scorpididae,Neatypus,obliquus,1,195.047
MF-CNB7-2,Scorpididae,Neatypus,obliquus,1,158.0727
MF-CNB7-2,Scorpididae,Neatypus,obliquus,1,158.2982
MF-CNB7-2,Scorpididae,Neatypus,obliquus,1,144.4407
MF-CNB7-2,Scorpididae,Neatypus,obliquus,1,198.7154
MF-CNB7-2,Scorpididae,Neatypus,obliquus,1,197.3233
MF-CNB7-2,Labridae,Notolabrus,parilus,1,342.6829
MF-CNB7-2,Labridae,Ophthalmolepis,lineolatus,1,115.5627
MF-CNB7-2,Serranidae,Othos,dentex,1,443.9159
MF-CNB7-2,Pomacentridae,Parma,mccullochi,1,124.9302
MF-CNB7-2,Carangidae,Pseudocaranx,spp,1,310.916
MF-CNB7-2,Labridae,Pseudolabrus,biserialis,1,162.9043
MF-CNB7-2,Labridae,Pseudolabrus,biserialis,1,140.1895
MF-CNB7-2,Labridae,Pseudolabrus,biserialis,1,129.5845
MF-CNB7-2,Labridae,Pseudolabrus,biserialis,1,152.4664
MF-CNB7-2,Labridae,Pseudolabrus,biserialis,1,150.7133
MF-CNB7-2,Labridae,Pseudolabrus,biserialis,1,163.2124
MF-CNB7-3,Serranidae,Epinephelides,armatus,1,286.2665
MF-CNB7-3,Monacanthidae,Meuschenia,flavolineata,1,387.7672
MF-CNB7-3,Monacanthidae,Meuschenia,flavolineata,1,379.4692
MF-CNB7-3,Monacanthidae,Meuschenia,galii,1,350.4557
MF-CNB7-3,Monacanthidae,Meuschenia,hippocrepis,1,386.8201
MF-CNB4-1,Carangidae,Seriola,hippos,1,1125.2829
MF-CNB7-3,Labridae,Notolabrus,parilus,1,159.0054
MF-CNB7-3,Labridae,Notolabrus,parilus,1,393.9057
MF-CNB7-3,Labridae,Notolabrus,parilus,1,268.9365
MF-CNB7-3,Odacidae,Odax,cyanomelas,1,456.6009
MF-CNB7-3,Labridae,Ophthalmolepis,lineolatus,1,106.5193
MF-CNB7-3,Labridae,Ophthalmolepis,lineolatus,1,277.1918
MF-CNB7-3,Labridae,Ophthalmolepis,lineolatus,1,283.5594
MF-CNB7-3,Labridae,Ophthalmolepis,lineolatus,1,224.787
MF-CNB7-3,Labridae,Ophthalmolepis,lineolatus,1,198.3826
MF-CNB7-3,Labridae,Ophthalmolepis,lineolatus,1,232.6012
MF-CNB7-3,Labridae,Ophthalmolepis,lineolatus,1,302.3471
MF-CNB7-3,Carangidae,Pseudocaranx,spp,1,326.819
MF-CNB7-3,Carangidae,Pseudocaranx,spp,1,305.9385
MF-CNB7-3,Labridae,Pseudolabrus,biserialis,1,187.0572
MF-CNB7-3,Labridae,Pseudolabrus,biserialis,1,133.6722
MF-CNB7-3,Labridae,Pseudolabrus,biserialis,1,193.0711
MF-CNB7-3,Labridae,Pseudolabrus,biserialis,1,123.3686
MF-CNB7-4,Monacanthidae,Meuschenia,galii,1,308.6965
MF-CNB7-4,Myliobatidae,Myliobatis,australis,1,541.8571
MF-CNB7-4,Labridae,Notolabrus,parilus,1,289.0406
MF-CNB7-4,Labridae,Notolabrus,parilus,1,346.5241
MF-CNB7-4,Labridae,Notolabrus,parilus,1,305.7861
MF-CNB7-4,Odacidae,Odax,cyanomelas,1,406.6723
MF-CNB7-4,Labridae,Ophthalmolepis,lineolatus,1,124.7604
MF-CNB7-4,Labridae,Ophthalmolepis,lineolatus,1,145.7786
MF-CNB7-4,Labridae,Ophthalmolepis,lineolatus,1,253.9655
