OpCode	ImagePtPair	Index	Lx	Ly	Rx	Ry
442	25	0	330.95057	1036.16685	406.38783	1026.42616
567	0	0	1509.64428	333.93284	1632.80588	366.20896
567	0	1	1656.38090	260.38806	1769.80483	305.08955
567	1	0	365.17838	480.29104	225.02413	478.47015
567	1	1	514.60126	364.09701	403.99580	352.53731
567	2	0	940.86044	483.58209	1112.10913	485.59701
567	3	0	807.89087	711.26866	1122.18258	703.20896
567	4	0	821.99370	705.22388	1142.32949	693.13433
567	5	0	864.30220	662.91045	1168.52046	654.85075
567	6	0	878.40504	610.52239	1162.47639	610.52239
567	7	0	884.44911	568.20896	1162.47639	564.17910
567	8	0	918.69885	636.71642	1206.79958	628.65672
567	9	0	938.84575	679.02985	1230.97587	668.95522
567	10	0	967.05142	610.52239	1265.22560	602.46269
68	0	0	1409.84925	691.87500	752.56281	759.37500
78	0	0	1337.75446	731.41791	666.86254	753.58209
80	0	0	1331.90268	700.44346	688.70867	773.48115
823	0	0	1820.82883	585.52828	1828.90090	645.46425
823	1	0	1917.11712	293.58485	232.93694	341.34792
823	1	1	1600.86486	313.75560	9.22523	356.62006
823	2	0	1134.10811	722.82070	905.08108	744.50053
823	2	1	1033.78378	715.61686	818.59459	736.43223
823	3	0	1455.53153	378.27855	297.80180	417.56457
823	3	1	1237.58559	394.70331	138.09009	435.71825
823	4	0	1341.11712	799.91462	507.38739	867.91889
823	5	0	1796.61261	704.24760	1792.00000	766.48879
823	6	0	442.81081	807.98292	385.15315	824.11953
823	7	0	520.07207	982.02775	335.56757	985.48559
823	8	0	1444.24324	708.46852	285.11712	740.36606
823	8	1	1596.61261	683.19637	567.63964	718.75454
823	9	0	1758.55856	322.24653	932.44144	346.37994
823	9	1	1572.32432	396.30203	887.18018	423.31697
823	10	0	1684.28122	682.49254	1449.39559	730.49627
823	10	1	1765.37251	716.24254	1563.72928	764.75000
823	11	0	1560.54054	588.82391	1208.84685	620.55176
823	11	1	1739.56757	557.70331	1346.93694	593.46531
823	12	0	1085.63964	819.12914	1048.20721	842.46531
823	12	1	622.48649	847.56990	704.44144	850.19637
823	13	0	452.62162	841.14728	479.72072	834.65742
823	13	1	531.03604	710.32551	559.86486	721.98933
823	14	0	646.78378	755.07684	744.18018	763.41622
823	14	1	697.52252	675.54642	804.43243	696.27641
823	15	0	210.16216	813.26361	286.25225	796.60406
823	15	1	118.77477	735.75027	242.14414	721.10779
823	16	0	693.97297	587.10779	791.57658	599.90715
823	16	1	640.63964	612.75347	735.64865	623.82391
823	17	0	131.17117	671.58164	34.88288	668.76841
823	17	1	206.12613	825.45571	113.58559	805.64141
823	18	0	1143.76577	744.89221	989.14414	770.56670
823	18	1	1007.98198	735.95945	857.39640	759.32871
823	19	0	698.15315	787.14408	557.63063	790.85699
823	19	1	633.00000	766.39701	467.10811	769.53362
823	20	0	1517.32432	251.53469	1179.48649	268.02455
823	20	1	1434.29730	250.67022	1079.16216	268.02455
823	21	0	1103.56757	571.10779	1016.01802	593.55176
823	21	1	1055.13514	584.65101	959.80180	605.94237
823	22	0	1039.27928	643.72252	1020.63063	664.14941
823	22	1	988.25225	649.48559	971.90991	670.77695
823	23	0	759.52252	659.65422	479.34234	676.90822
823	23	1	674.47748	668.01067	383.34234	678.34899
823	24	0	768.19820	866.53469	362.90090	868.29669
823	24	1	680.27027	874.31483	264.01802	874.63607
823	25	0	1176.25225	272.87086	919.98198	292.93810
823	25	1	1151.17117	319.83991	924.59459	340.77161
823	26	0	1035.40541	584.49947	1060.72973	605.97439
823	26	1	1081.24324	589.10993	1103.10811	611.73746
823	27	0	970.92793	632.21451	720.55856	654.43010
823	27	1	1011.28829	608.29776	781.09910	633.97118
823	28	0	933.15315	456.56564	689.12613	478.73853
823	28	1	874.34234	498.92423	618.78378	521.96158
823	29	0	899.90090	433.95624	744.16216	458.12487
823	29	1	938.24324	458.73746	804.41441	480.88901
823	30	0	771.08108	246.57951	777.87387	270.60085
823	30	1	733.31532	280.58164	753.36937	305.17930
823	31	0	1491.17117	641.39808	1198.26126	673.99466
823	31	1	1415.35135	631.88901	1155.59459	663.90928
823	32	0	1323.01802	577.78762	1586.57658	602.23052
823	32	1	1260.74775	586.14408	1516.52252	609.14621
823	33	0	382.25225	760.52081	472.54955	756.60192
823	33	1	873.23423	656.72038	942.42342	678.46638
823	34	0	1680.86486	641.70651	1690.28829	681.67236
823	34	1	1168.48649	560.44717	1130.88288	580.41622
823	35	0	1122.70270	269.83778	830.41441	295.36606
823	35	1	1416.18018	363.77588	1085.83784	388.15155
823	36	0	1252.14414	179.06937	772.75676	205.75027
823	36	1	1337.47748	302.68730	798.99099	324.18143
823	37	0	781.12613	397.78549	342.81081	428.73639
823	37	1	584.80180	486.24867	182.52252	509.41942
823	38	0	1209.40541	608.46852	679.26126	640.67129
823	38	1	1044.21622	528.36179	510.32432	561.14088
823	39	0	1197.58559	651.11526	811.29730	678.99573
823	39	1	1064.97297	577.34792	709.81982	600.32978
823	40	0	1032.11712	656.26147	968.87387	679.95838
823	40	1	945.05405	643.00640	869.41441	660.36393
823	41	0	916.55856	891.55176	536.00901	907.70651
823	41	1	764.05405	817.49626	418.38739	822.12487
823	42	0	849.68468	530.41942	535.22523	553.92423
823	42	1	664.31532	517.45251	339.18919	538.94023
823	43	0	1464.84685	719.82391	1247.39640	756.40021
823	43	1	1595.72973	681.49947	1353.48649	722.97439
823	44	0	1264.22523	660.55283	1065.96396	690.05656
