"campaignid","sample","family","genus","species","length","number","range"
"2014-12_Geographe.Bay_stereoBRUVs","69","Carangidae","Pseudocaranx","spp",139.98827,1,"2196.82772"
"2014-12_Geographe.Bay_stereoBRUVs","69","Carangidae","Pseudocaranx","spp",158.62335,1,"2138.90125"
"2014-12_Geographe.Bay_stereoBRUVs","69","Carangidae","Pseudocaranx","spp",161.08128,1,"2067.93229"
"2014-12_Geographe.Bay_stereoBRUVs","69","Carangidae","Pseudocaranx","spp",124.3443,1,"2136.77282"
"2014-12_Geographe.Bay_stereoBRUVs","69","Carangidae","Pseudocaranx","spp",141.81112,1,"1950.05691"
"2014-12_Geographe.Bay_stereoBRUVs","69","Carangidae","Pseudocaranx","spp",147.57324,1,"2052.44712"
"2014-12_Geographe.Bay_stereoBRUVs","69","Carangidae","Pseudocaranx","spp",137.35746,1,"1913.49975"
"2014-12_Geographe.Bay_stereoBRUVs","69","Carangidae","Pseudocaranx","spp",133.79897,1,"2313.34675"
"2014-12_Geographe.Bay_stereoBRUVs","69","Carangidae","Pseudocaranx","spp",159.49392,1,"2445.66648"
"2014-12_Geographe.Bay_stereoBRUVs","69","Carangidae","Pseudocaranx","spp",121.22398,1,"2496.89481"
"2014-12_Geographe.Bay_stereoBRUVs","69","Carangidae","Pseudocaranx","spp",135.26503,1,"2405.74843"
"2014-12_Geographe.Bay_stereoBRUVs","69","Carangidae","Pseudocaranx","spp",120.26714,1,"2323.61738"
"2014-12_Geographe.Bay_stereoBRUVs","69","Carangidae","Pseudocaranx","spp",142.06773,1,"2151.04694"
"2014-12_Geographe.Bay_stereoBRUVs","69","Carangidae","Pseudocaranx","spp",155.22153,1,"2719.65572"
"2014-12_Geographe.Bay_stereoBRUVs","69","Carangidae","Pseudocaranx","spp",146.54717,1,"2182.13421"
"2014-12_Geographe.Bay_stereoBRUVs","69","Carangidae","Pseudocaranx","spp",146.54213,1,"2221.60612"
"2014-12_Geographe.Bay_stereoBRUVs","69","Carangidae","Pseudocaranx","spp",151.25373,1,"2219.41402"
"2014-12_Geographe.Bay_stereoBRUVs","69","Carangidae","Pseudocaranx","spp",155.23767,1,"2266.48301"
"2014-12_Geographe.Bay_stereoBRUVs","69","Carangidae","Pseudocaranx","spp",164.83283,1,"2053.11455"
"2014-12_Geographe.Bay_stereoBRUVs","69","Carangidae","Pseudocaranx","spp",127.27931,1,"2073.28314"
"2014-12_Geographe.Bay_stereoBRUVs","70","Platycephalidae","Platycephalus","spp",207.11262,1,"2249.75578"
"2014-12_Geographe.Bay_stereoBRUVs","70","Platycephalidae","Platycephalus","spp",238.32619,1,"2685.65839"
"2014-12_Geographe.Bay_stereoBRUVs","70","Platycephalidae","Platycephalus","spp",240.43639,1,"2272.68964"
"2014-12_Geographe.Bay_stereoBRUVs","70","Platycephalidae","Platycephalus","spp",194.42617,1,"2176.99060"
"2014-12_Geographe.Bay_stereoBRUVs","70","Sparidae","Chrysophrys","auratus",375.99053,1,"1839.23359"
"2014-12_Geographe.Bay_stereoBRUVs","71","Serranidae","Epinephelides","armatus",300.77285,1,"1501.91533"
"2014-12_Geographe.Bay_stereoBRUVs","71","Carangidae","Pseudocaranx","spp",446.88929,1,"929.09861"
"2014-12_Geographe.Bay_stereoBRUVs","71","Carangidae","Pseudocaranx","spp",309.83112,1,"1774.58157"
"2014-12_Geographe.Bay_stereoBRUVs","71","Carangidae","Pseudocaranx","spp",149.63069,1,"1797.84470"
"2014-12_Geographe.Bay_stereoBRUVs","71","Carangidae","Pseudocaranx","spp",147.23833,1,"1226.86384"
"2014-12_Geographe.Bay_stereoBRUVs","71","Carangidae","Pseudocaranx","spp",152.67307,1,"1439.50837"
"2014-12_Geographe.Bay_stereoBRUVs","71","Labridae","Bodianus","frenchii",341.25415,1,"3443.26411"
"2014-12_Geographe.Bay_stereoBRUVs","72","Platycephalidae","Platycephalus","spp",165.65888,1,"1984.67267"
"2014-12_Geographe.Bay_stereoBRUVs","72","Platycephalidae","Platycephalus","spp",214.32518,1,"1794.08325"
"2014-12_Geographe.Bay_stereoBRUVs","72","Sparidae","Chrysophrys","auratus",585.28848,1,"1497.32331"
"2014-12_Geographe.Bay_stereoBRUVs","73","Carangidae","Seriola","hippos",998.16562,1,"2782.62220"
"2014-12_Geographe.Bay_stereoBRUVs","76","Platycephalidae","Platycephalus","spp",153.47923,1,"3555.50999"
"2014-12_Geographe.Bay_stereoBRUVs","76","Platycephalidae","Platycephalus","spp",166.08506,1,"3308.87866"
"2014-12_Geographe.Bay_stereoBRUVs","76","Platycephalidae","Platycephalus","spp",230.57249,1,"3719.68485"
"2014-12_Geographe.Bay_stereoBRUVs","76","Platycephalidae","Platycephalus","spp",184.30754,1,"2295.31820"
"2014-12_Geographe.Bay_stereoBRUVs","76","Platycephalidae","Platycephalus","spp",266.74447,1,"2176.38028"
"2014-12_Geographe.Bay_stereoBRUVs","76","Platycephalidae","Platycephalus","spp",180.12943,1,"2046.79448"
"2014-12_Geographe.Bay_stereoBRUVs","76","Carangidae","Pseudocaranx","spp",201.8994,1,"2193.81502"
"2014-12_Geographe.Bay_stereoBRUVs","76","Carangidae","Pseudocaranx","spp",221.57917,1,"2294.71825"
"2014-12_Geographe.Bay_stereoBRUVs","76","Carangidae","Pseudocaranx","spp",237.55861,1,"1994.28571"
"2014-12_Geographe.Bay_stereoBRUVs","76","Sillaginidae","Sillago","spp",180.97757,1,"3574.55747"
"2014-12_Geographe.Bay_stereoBRUVs","76","Sillaginidae","Sillago","spp",180.52819,1,"4009.59356"
"2014-12_Geographe.Bay_stereoBRUVs","76","Sillaginidae","Sillago","spp",189.93802,1,"3914.83525"
"2014-12_Geographe.Bay_stereoBRUVs","76","Sillaginidae","Sillago","spp",142.01245,1,"4007.67118"
"2014-12_Geographe.Bay_stereoBRUVs","76","Sillaginidae","Sillago","spp",184.78513,1,"4218.57334"
"2014-12_Geographe.Bay_stereoBRUVs","76","Sillaginidae","Sillago","spp",230.61573,1,"4227.65006"
"2014-12_Geographe.Bay_stereoBRUVs","76","Sillaginidae","Sillago","spp",176.95955,1,"4195.34940"
"2014-12_Geographe.Bay_stereoBRUVs","76","Sillaginidae","Sillago","spp",180.55607,1,"3644.39791"
"2014-12_Geographe.Bay_stereoBRUVs","76","Sillaginidae","Sillago","spp",215.88615,1,"2848.75324"
"2014-12_Geographe.Bay_stereoBRUVs","76","Sillaginidae","Sillago","spp",182.22078,1,"2215.91716"
"2014-12_Geographe.Bay_stereoBRUVs","76","Sillaginidae","Sillago","spp",205.04285,1,"2111.24316"
"2014-12_Geographe.Bay_stereoBRUVs","76","Sillaginidae","Sillago","spp",295.60268,1,"5480.76615"
"2014-12_Geographe.Bay_stereoBRUVs","76","Sillaginidae","Sillago","spp",204.95593,1,"1668.61193"
"2014-12_Geographe.Bay_stereoBRUVs","76","Sillaginidae","Sillago","spp",192.55829,1,"2354.59142"
"2014-12_Geographe.Bay_stereoBRUVs","76","Sillaginidae","Sillago","spp",273.71103,1,"4478.93040"
"2014-12_Geographe.Bay_stereoBRUVs","76","Sillaginidae","Sillago","spp",226.28338,1,"1890.82615"
"2014-12_Geographe.Bay_stereoBRUVs","76","Sillaginidae","Sillago","spp",253.49987,1,"1373.87949"
"2014-12_Geographe.Bay_stereoBRUVs","77","Glaucosomatidae","Glaucosoma","hebraicum",256.34161,1,"1839.12873"
"2014-12_Geographe.Bay_stereoBRUVs","77","Carangidae","Pseudocaranx","spp",239.2547,1,"2182.13403"
"2014-12_Geographe.Bay_stereoBRUVs","77","Carangidae","Pseudocaranx","spp",247.0587,1,"1919.89388"
"2014-12_Geographe.Bay_stereoBRUVs","77","Carangidae","Pseudocaranx","spp",219.23426,1,"2151.74700"
"2014-12_Geographe.Bay_stereoBRUVs","77","Carangidae","Pseudocaranx","spp",225.72646,1,"1915.96073"
"2014-12_Geographe.Bay_stereoBRUVs","77","Carangidae","Pseudocaranx","spp",243.78085,1,"2084.58284"
"2014-12_Geographe.Bay_stereoBRUVs","77","Carangidae","Pseudocaranx","spp",239.95918,1,"2554.49056"
"2014-12_Geographe.Bay_stereoBRUVs","77","Carangidae","Pseudocaranx","spp",237.10507,1,"2438.41031"
"2014-12_Geographe.Bay_stereoBRUVs","77","Serranidae","Epinephelides","armatus",257.28721,1,"2217.21135"
"2014-12_Geographe.Bay_stereoBRUVs","78","Sparidae","Chrysophrys","auratus",320.9046,1,"3589.25323"
"2014-12_Geographe.Bay_stereoBRUVs","78","Carangidae","Pseudocaranx","spp",242.05741,1,"1814.38442"
"2014-12_Geographe.Bay_stereoBRUVs","78","Carangidae","Pseudocaranx","spp",224.29035,1,"3849.50332"
"2014-12_Geographe.Bay_stereoBRUVs","78","Carangidae","Pseudocaranx","spp",269.98228,1,"4228.96846"
"2014-12_Geographe.Bay_stereoBRUVs","78","Carangidae","Pseudocaranx","spp",263.62919,1,"6179.75792"
"2014-12_Geographe.Bay_stereoBRUVs","79","Sparidae","Chrysophrys","auratus",251.30099,1,"1349.67526"
"2014-12_Geographe.Bay_stereoBRUVs","81","Platycephalidae","Platycephalus","spp",146.16558,1,"1329.09140"
"2014-12_Geographe.Bay_stereoBRUVs","81","Platycephalidae","Platycephalus","spp",227.84303,1,"1300.30006"
"2014-12_Geographe.Bay_stereoBRUVs","81","Platycephalidae","Platycephalus","spp",154.94545,1,"1278.68475"
"2014-12_Geographe.Bay_stereoBRUVs","81","Platycephalidae","Platycephalus","spp",198.55734,1,"1128.26528"
"2014-12_Geographe.Bay_stereoBRUVs","81","Sillaginidae","Sillago","spp",170.14382,1,"1655.77401"
"2014-12_Geographe.Bay_stereoBRUVs","81","Sillaginidae","Sillago","spp",177.25935,1,"1441.29935"
"2014-12_Geographe.Bay_stereoBRUVs","81","Sillaginidae","Sillago","spp",186.40236,1,"1643.58467"
"2014-12_Geographe.Bay_stereoBRUVs","81","Sillaginidae","Sillago","spp",203.86918,1,"1435.62891"
"2014-12_Geographe.Bay_stereoBRUVs","81","Sillaginidae","Sillago","spp",204.2165,1,"1395.41253"
"2014-12_Geographe.Bay_stereoBRUVs","81","Sillaginidae","Sillago","spp",165.57454,1,"1507.24576"
"2014-12_Geographe.Bay_stereoBRUVs","81","Sillaginidae","Sillago","spp",216.48723,1,"1424.84106"
"2014-12_Geographe.Bay_stereoBRUVs","82","Platycephalidae","Platycephalus","spp",212.61866,1,"945.05068"
"2014-12_Geographe.Bay_stereoBRUVs","82","Platycephalidae","Platycephalus","spp",294.63239,1,"1603.08093"
"2014-12_Geographe.Bay_stereoBRUVs","82","Platycephalidae","Platycephalus","spp",187.4519,1,"1160.07945"
"2014-12_Geographe.Bay_stereoBRUVs","82","Platycephalidae","Platycephalus","spp",165.46045,1,"1545.10908"
"2014-12_Geographe.Bay_stereoBRUVs","82","Platycephalidae","Platycephalus","spp",175.68568,1,"1592.37595"
"2014-12_Geographe.Bay_stereoBRUVs","82","Carangidae","Pseudocaranx","spp",137.63505,1,"1942.51946"
"2014-12_Geographe.Bay_stereoBRUVs","82","Carangidae","Pseudocaranx","spp",132.47122,1,"2053.60927"
"2014-12_Geographe.Bay_stereoBRUVs","82","Carangidae","Pseudocaranx","spp",1513.81102,1,"1317.79088"
"2014-12_Geographe.Bay_stereoBRUVs","82","Carangidae","Pseudocaranx","spp",154.18313,1,"2293.30437"
"2014-12_Geographe.Bay_stereoBRUVs","82","Carangidae","Pseudocaranx","spp",132.89856,1,"1924.00386"
"2014-12_Geographe.Bay_stereoBRUVs","82","Carangidae","Pseudocaranx","spp",108.0984,1,"1976.92392"
"2014-12_Geographe.Bay_stereoBRUVs","82","Carangidae","Pseudocaranx","spp",140.87551,1,"1893.86996"
"2014-12_Geographe.Bay_stereoBRUVs","82","Carangidae","Pseudocaranx","spp",146.44583,1,"2076.71739"
"2014-12_Geographe.Bay_stereoBRUVs","82","Carangidae","Pseudocaranx","spp",137.8831,1,"2015.82816"
"2014-12_Geographe.Bay_stereoBRUVs","82","Carangidae","Pseudocaranx","spp",140.17951,1,"2005.21330"
"2014-12_Geographe.Bay_stereoBRUVs","82","Carangidae","Pseudocaranx","spp",138.2053,1,"1872.95069"
"2014-12_Geographe.Bay_stereoBRUVs","82","Carangidae","Pseudocaranx","spp",144.5995,1,"2076.66593"
"2014-12_Geographe.Bay_stereoBRUVs","82","Carangidae","Pseudocaranx","spp",119.63266,1,"2114.79198"
"2014-12_Geographe.Bay_stereoBRUVs","82","Carangidae","Pseudocaranx","spp",144.06865,1,"2085.37597"
"2014-12_Geographe.Bay_stereoBRUVs","82","Carangidae","Pseudocaranx","spp",138.70981,1,"2160.14564"
"2014-12_Geographe.Bay_stereoBRUVs","82","Carangidae","Pseudocaranx","spp",146.37031,1,"1898.77952"
"2014-12_Geographe.Bay_stereoBRUVs","82","Carangidae","Pseudocaranx","spp",132.42408,1,"2067.16686"
"2014-12_Geographe.Bay_stereoBRUVs","82","Carangidae","Pseudocaranx","spp",118.38785,1,"2014.44985"
"2014-12_Geographe.Bay_stereoBRUVs","82","Carangidae","Pseudocaranx","spp",127.72021,1,"1797.03224"
"2014-12_Geographe.Bay_stereoBRUVs","82","Carangidae","Pseudocaranx","spp",121.26373,1,"1870.95613"
"2014-12_Geographe.Bay_stereoBRUVs","82","Carangidae","Pseudocaranx","spp",130.05717,1,"2142.98954"
"2014-12_Geographe.Bay_stereoBRUVs","82","Carangidae","Pseudocaranx","spp",131.84015,1,"1871.32472"
"2014-12_Geographe.Bay_stereoBRUVs","82","Carangidae","Pseudocaranx","spp",154.7223,1,"1965.47154"
"2014-12_Geographe.Bay_stereoBRUVs","82","Carangidae","Pseudocaranx","spp",115.7382,1,"1949.77909"
"2014-12_Geographe.Bay_stereoBRUVs","82","Carangidae","Pseudocaranx","spp",659.40835,1,"1807.39045"
"2014-12_Geographe.Bay_stereoBRUVs","82","Carangidae","Pseudocaranx","spp",122.15778,1,"2078.64033"
"2014-12_Geographe.Bay_stereoBRUVs","82","Carangidae","Pseudocaranx","spp",142.03915,1,"2062.58997"
"2014-12_Geographe.Bay_stereoBRUVs","82","Carangidae","Pseudocaranx","spp",125.87562,1,"2082.82101"
"2014-12_Geographe.Bay_stereoBRUVs","82","Carangidae","Pseudocaranx","spp",134.32427,1,"2048.17957"
"2014-12_Geographe.Bay_stereoBRUVs","82","Carangidae","Pseudocaranx","spp",125.77483,1,"2097.65740"
"2014-12_Geographe.Bay_stereoBRUVs","82","Carangidae","Pseudocaranx","spp",138.04826,1,"2001.07002"
"2014-12_Geographe.Bay_stereoBRUVs","82","Carangidae","Pseudocaranx","spp",141.10275,1,"2278.92366"
"2014-12_Geographe.Bay_stereoBRUVs","82","Carangidae","Pseudocaranx","spp",134.97056,1,"2317.35192"
"2014-12_Geographe.Bay_stereoBRUVs","82","Carangidae","Pseudocaranx","spp",144.82579,1,"2334.35621"
"2014-12_Geographe.Bay_stereoBRUVs","82","Sillaginidae","Sillago","spp",203.91292,1,"2328.79577"
"2014-12_Geographe.Bay_stereoBRUVs","82","Sillaginidae","Sillago","spp",211.7261,1,"2354.03060"
"2014-12_Geographe.Bay_stereoBRUVs","82","Sillaginidae","Sillago","spp",194.71826,1,"2126.40828"
"2014-12_Geographe.Bay_stereoBRUVs","82","Sillaginidae","Sillago","spp",182.46552,1,"2066.31720"
"2014-12_Geographe.Bay_stereoBRUVs","82","Sillaginidae","Sillago","spp",210.96329,1,"2246.63126"
"2014-12_Geographe.Bay_stereoBRUVs","82","Sillaginidae","Sillago","spp",216.67453,1,"2492.24109"
"2014-12_Geographe.Bay_stereoBRUVs","82","Sillaginidae","Sillago","spp",179.76397,1,"2212.91770"
"2014-12_Geographe.Bay_stereoBRUVs","82","Sillaginidae","Sillago","spp",189.46057,1,"4209.41663"
"2014-12_Geographe.Bay_stereoBRUVs","82","Sillaginidae","Sillago","spp",185.22762,1,"2480.60888"
"2014-12_Geographe.Bay_stereoBRUVs","84","Platycephalidae","Platycephalus","spp",164.82865,1,"1899.62439"
"2014-12_Geographe.Bay_stereoBRUVs","84","Platycephalidae","Platycephalus","spp",180.60821,1,"2285.88473"
"2014-12_Geographe.Bay_stereoBRUVs","84","Platycephalidae","Platycephalus","spp",143.58928,1,"2245.04892"
"2014-12_Geographe.Bay_stereoBRUVs","84","Platycephalidae","Platycephalus","spp",170.14066,1,"1745.12143"
"2014-12_Geographe.Bay_stereoBRUVs","84","Platycephalidae","Platycephalus","spp",188.79989,1,"1824.18879"
"2014-12_Geographe.Bay_stereoBRUVs","84","Carangidae","Pseudocaranx","spp",145.01418,1,"2853.78111"
"2014-12_Geographe.Bay_stereoBRUVs","84","Sparidae","Chrysophrys","auratus",213.36443,1,"1988.85825"
"2014-12_Geographe.Bay_stereoBRUVs","84","Sparidae","Chrysophrys","auratus",238.8078,1,"1184.59899"
"2014-12_Geographe.Bay_stereoBRUVs","84","Sparidae","Chrysophrys","auratus",230.23909,1,"1179.76483"
"2014-12_Geographe.Bay_stereoBRUVs","84","Sparidae","Chrysophrys","auratus",221.10775,1,"1011.99190"
"2014-12_Geographe.Bay_stereoBRUVs","84","Sparidae","Chrysophrys","auratus",235.35727,1,"1859.73460"
"2014-12_Geographe.Bay_stereoBRUVs","84","Sparidae","Chrysophrys","auratus",217.96144,1,"2030.70805"
"2014-12_Geographe.Bay_stereoBRUVs","84","Sparidae","Rhabdosargus","sarba",249.02218,1,"1776.54779"
"2014-12_Geographe.Bay_stereoBRUVs","86","Carangidae","Pseudocaranx","spp",143.60923,1,"1609.95583"
"2014-12_Geographe.Bay_stereoBRUVs","86","Sillaginidae","Sillago","spp",201.60236,1,"2491.40531"
"2014-12_Geographe.Bay_stereoBRUVs","86","Sillaginidae","Sillago","spp",195.83987,1,"2462.93562"
"2014-12_Geographe.Bay_stereoBRUVs","86","Sillaginidae","Sillago","spp",219.73649,1,"2618.60703"
"2014-12_Geographe.Bay_stereoBRUVs","86","Sillaginidae","Sillago","spp",202.90162,1,"2590.11671"
"2014-12_Geographe.Bay_stereoBRUVs","86","Sillaginidae","Sillago","spp",212.03151,1,"2598.93875"
"2014-12_Geographe.Bay_stereoBRUVs","86","Sillaginidae","Sillago","spp",238.2844,1,"2659.40882"
"2014-12_Geographe.Bay_stereoBRUVs","86","Sillaginidae","Sillago","spp",220.42161,1,"1810.39814"
"2014-12_Geographe.Bay_stereoBRUVs","87","Carangidae","Pseudocaranx","spp",212.21704,1,"2148.53776"
"2014-12_Geographe.Bay_stereoBRUVs","87","Carangidae","Seriola","hippos",582.14745,1,"1647.13642"
"2014-12_Geographe.Bay_stereoBRUVs","88","Platycephalidae","Platycephalus","spp",233.61253,1,"1552.47629"
"2014-12_Geographe.Bay_stereoBRUVs","88","Carangidae","Pseudocaranx","spp",131.61844,1,"1225.84504"
"2014-12_Geographe.Bay_stereoBRUVs","88","Carangidae","Pseudocaranx","spp",148.69954,1,"1221.57704"
"2014-12_Geographe.Bay_stereoBRUVs","88","Carangidae","Pseudocaranx","spp",142.78636,1,"2113.28374"
"2014-12_Geographe.Bay_stereoBRUVs","88","Carangidae","Pseudocaranx","spp",134.91552,1,"1568.65418"
"2014-12_Geographe.Bay_stereoBRUVs","88","Carangidae","Pseudocaranx","spp",143.38443,1,"2181.91240"
"2014-12_Geographe.Bay_stereoBRUVs","88","Carangidae","Pseudocaranx","spp",121.94217,1,"2003.60372"
"2014-12_Geographe.Bay_stereoBRUVs","88","Carangidae","Pseudocaranx","spp",133.8952,1,"2184.81294"
"2014-12_Geographe.Bay_stereoBRUVs","88","Carangidae","Pseudocaranx","spp",119.76107,1,"1747.06160"
"2014-12_Geographe.Bay_stereoBRUVs","88","Carangidae","Pseudocaranx","spp",134.16991,1,"1222.20747"
"2014-12_Geographe.Bay_stereoBRUVs","88","Carangidae","Pseudocaranx","spp",140.90587,1,"1222.57619"
"2014-12_Geographe.Bay_stereoBRUVs","88","Carangidae","Pseudocaranx","spp",147.65852,1,"1281.99411"
"2014-12_Geographe.Bay_stereoBRUVs","88","Carangidae","Pseudocaranx","spp",127.06909,1,"2186.16932"
"2014-12_Geographe.Bay_stereoBRUVs","88","Carangidae","Pseudocaranx","spp",170.58716,1,"1297.06601"
"2014-12_Geographe.Bay_stereoBRUVs","88","Carangidae","Pseudocaranx","spp",151.03726,1,"1407.51458"
"2014-12_Geographe.Bay_stereoBRUVs","88","Carangidae","Pseudocaranx","spp",137.23863,1,"1433.42336"
"2014-12_Geographe.Bay_stereoBRUVs","88","Carangidae","Pseudocaranx","spp",141.56722,1,"1437.99662"
"2014-12_Geographe.Bay_stereoBRUVs","88","Carangidae","Pseudocaranx","spp",150.03918,1,"1352.91943"
"2014-12_Geographe.Bay_stereoBRUVs","88","Carangidae","Pseudocaranx","spp",131.0114,1,"1701.77288"
"2014-12_Geographe.Bay_stereoBRUVs","88","Carangidae","Pseudocaranx","spp",140.20921,1,"1461.56271"
"2014-12_Geographe.Bay_stereoBRUVs","88","Sillaginidae","Sillago","spp",184.93851,1,"1780.06763"
"2014-12_Geographe.Bay_stereoBRUVs","88","Sillaginidae","Sillago","spp",223.72916,1,"2437.79860"
"2014-12_Geographe.Bay_stereoBRUVs","88","Sillaginidae","Sillago","spp",250.63763,1,"2465.24033"
"2014-12_Geographe.Bay_stereoBRUVs","88","Sillaginidae","Sillago","spp",230.71386,1,"1553.45871"
"2014-12_Geographe.Bay_stereoBRUVs","88","Sillaginidae","Sillago","spp",146.05862,1,"1804.66137"
"2014-12_Geographe.Bay_stereoBRUVs","88","Sillaginidae","Sillago","spp",236.46571,1,"1871.19803"
"2014-12_Geographe.Bay_stereoBRUVs","88","Sillaginidae","Sillago","spp",250.37699,1,"2351.64382"
"2014-12_Geographe.Bay_stereoBRUVs","88","Sillaginidae","Sillago","spp",179.61912,1,"1811.20888"
"2014-12_Geographe.Bay_stereoBRUVs","88","Sillaginidae","Sillago","spp",184.27931,1,"1806.02399"
"2014-12_Geographe.Bay_stereoBRUVs","88","Sillaginidae","Sillago","spp",248.4941,1,"1970.65758"
"2014-12_Geographe.Bay_stereoBRUVs","88","Sillaginidae","Sillago","spp",212.86607,1,"1943.53549"
"2014-12_Geographe.Bay_stereoBRUVs","88","Sillaginidae","Sillago","spp",168.71927,1,"1772.03897"
"2014-12_Geographe.Bay_stereoBRUVs","88","Sillaginidae","Sillago","spp",204.04609,1,"1958.08622"
"2014-12_Geographe.Bay_stereoBRUVs","88","Sillaginidae","Sillago","spp",175.51546,1,"2474.42308"
"2014-12_Geographe.Bay_stereoBRUVs","88","Sillaginidae","Sillago","spp",187.50547,1,"2171.32379"
"2014-12_Geographe.Bay_stereoBRUVs","88","Sillaginidae","Sillago","spp",213.35453,1,"1677.11768"
"2014-12_Geographe.Bay_stereoBRUVs","88","Sillaginidae","Sillago","spp",214.8756,1,"2904.40571"
"2014-12_Geographe.Bay_stereoBRUVs","88","Sillaginidae","Sillago","spp",261.46286,1,"2627.89688"
"2014-12_Geographe.Bay_stereoBRUVs","91","Sparidae","Chrysophrys","auratus",247.26113,1,"1623.55454"
"2014-12_Geographe.Bay_stereoBRUVs","91","Platycephalidae","Platycephalus","spp",186.242,1,"2510.74989"
"2014-12_Geographe.Bay_stereoBRUVs","91","Platycephalidae","Platycephalus","spp",222.70276,1,"1535.16018"
"2014-12_Geographe.Bay_stereoBRUVs","92","Sillaginidae","Sillago","spp",269.06156,1,"3284.26129"
"2014-12_Geographe.Bay_stereoBRUVs","92","Sillaginidae","Sillago","spp",240.63931,1,"2138.83031"
"2014-12_Geographe.Bay_stereoBRUVs","92","Platycephalidae","Platycephalus","spp",191.24198,1,"3599.74261"
"2014-12_Geographe.Bay_stereoBRUVs","95","Sparidae","Chrysophrys","auratus",357.21122,1,"1476.96899"
"2014-12_Geographe.Bay_stereoBRUVs","95","Sparidae","Chrysophrys","auratus",298.06206,1,"1693.30865"
"2014-12_Geographe.Bay_stereoBRUVs","97","Carangidae","Seriola","hippos",620.50296,1,"2382.42041"
"2014-12_Geographe.Bay_stereoBRUVs","97","Carangidae","Seriola","hippos",420.62835,1,"2702.91576"
"2014-12_Geographe.Bay_stereoBRUVs","97","Carangidae","Seriola","hippos",663.64404,1,"2269.88372"
"2014-12_Geographe.Bay_stereoBRUVs","97","Carangidae","Seriola","hippos",674.39919,1,"2078.13956"
"2014-12_Geographe.Bay_stereoBRUVs","102","Platycephalidae","Platycephalus","spp",170.86964,1,"1535.74397"
"2014-12_Geographe.Bay_stereoBRUVs","102","Platycephalidae","Platycephalus","spp",96.19906,1,"1380.32803"
"2014-12_Geographe.Bay_stereoBRUVs","102","Platycephalidae","Platycephalus","spp",166.45072,1,"1371.05327"
"2014-12_Geographe.Bay_stereoBRUVs","102","Platycephalidae","Platycephalus","spp",135.9842,1,"1481.96932"
"2014-12_Geographe.Bay_stereoBRUVs","102","Carangidae","Pseudocaranx","spp",104.34036,1,"1541.73020"
"2014-12_Geographe.Bay_stereoBRUVs","102","Carangidae","Pseudocaranx","spp",104.20075,1,"1533.51372"
"2014-12_Geographe.Bay_stereoBRUVs","102","Carangidae","Pseudocaranx","spp",106.4011,1,"1497.16531"
"2014-12_Geographe.Bay_stereoBRUVs","102","Carangidae","Pseudocaranx","spp",112.48822,1,"1567.55040"
"2014-12_Geographe.Bay_stereoBRUVs","102","Carangidae","Pseudocaranx","spp",115.45669,1,"1563.82489"
"2014-12_Geographe.Bay_stereoBRUVs","102","Carangidae","Pseudocaranx","spp",119.59322,1,"1608.12779"
"2014-12_Geographe.Bay_stereoBRUVs","102","Sillaginidae","Sillago","spp",125.53182,1,"3007.24970"
"2014-12_Geographe.Bay_stereoBRUVs","102","Sillaginidae","Sillago","spp",118.66396,1,"3863.90169"
"2014-12_Geographe.Bay_stereoBRUVs","102","Sillaginidae","Sillago","spp",142.76567,1,"2361.02570"
"2014-12_Geographe.Bay_stereoBRUVs","103","Sparidae","Chrysophrys","auratus",688.56891,1,"5589.07165"
"2014-12_Geographe.Bay_stereoBRUVs","103","Carangidae","Pseudocaranx","spp",62.32661,1,"1330.54202"
"2014-12_Geographe.Bay_stereoBRUVs","103","Carangidae","Pseudocaranx","spp",47.87876,1,"1463.61709"
"2014-12_Geographe.Bay_stereoBRUVs","103","Carangidae","Pseudocaranx","spp",53.37725,1,"1421.78305"
"2014-12_Geographe.Bay_stereoBRUVs","103","Carangidae","Pseudocaranx","spp",48.15676,1,"1442.02397"
"2014-12_Geographe.Bay_stereoBRUVs","103","Carangidae","Pseudocaranx","spp",56.54178,1,"1339.96401"
"2014-12_Geographe.Bay_stereoBRUVs","103","Carangidae","Pseudocaranx","spp",50.13894,1,"1369.17624"
"2014-12_Geographe.Bay_stereoBRUVs","103","Carangidae","Pseudocaranx","spp",54.74682,1,"1367.83574"
"2014-12_Geographe.Bay_stereoBRUVs","103","Carangidae","Pseudocaranx","spp",58.11015,1,"1093.44087"
"2014-12_Geographe.Bay_stereoBRUVs","103","Glaucosomatidae","Glaucosoma","hebraicum",535.33728,1,"1623.07795"
"2014-12_Geographe.Bay_stereoBRUVs","108","Sillaginidae","Sillago","spp",228.61442,1,"2509.45708"
"2014-12_Geographe.Bay_stereoBRUVs","108","Platycephalidae","Platycephalus","spp",156.93309,1,"2544.37927"
"2014-12_Geographe.Bay_stereoBRUVs","108","Platycephalidae","Platycephalus","spp",235.72572,1,"5104.83381"
"2014-12_Geographe.Bay_stereoBRUVs","108","Platycephalidae","Platycephalus","spp",197.82505,1,"2519.10679"
"2014-12_Geographe.Bay_stereoBRUVs","108","Platycephalidae","Platycephalus","spp",187.88582,1,"2266.16014"
"2014-12_Geographe.Bay_stereoBRUVs","108","Platycephalidae","Platycephalus","spp",214.24692,1,"2664.40238"
"2014-12_Geographe.Bay_stereoBRUVs","108","Platycephalidae","Platycephalus","spp",258.02706,1,"2552.63838"
