"","campaign_name","dataset_name","image_name","latitude","longitude","image_url","image_width","image_height"
"18","2014TowedVideo","LGBDT1","LGBDT1_0163.jpeg",-33.58665,115.1101667,NA,1920,1080
"19","2014TowedVideo","LGBDT1","LGBDT1_0164.jpeg",-33.5866,115.1101833,NA,1920,1080
"20","2014TowedVideo","LGBDT1","LGBDT1_0171.jpeg",-33.58635,115.1104167,NA,1920,1080
"21","2014TowedVideo","LGBDT1","LGBDT1_0183.jpeg",-33.5859,115.1107,NA,1920,1080
"22","2014TowedVideo","LGBDT1","LGBDT1_0187.jpeg",-33.58576667,115.1108167,NA,1920,1080
"23","2014TowedVideo","LGBDT1","LGBDT1_0198.jpeg",-33.58538333,115.1111667,NA,1920,1080
"24","2014TowedVideo","LGBDT1","LGBDT1_0212.jpeg",-33.58486667,115.1115833,NA,1920,1080
"25","2014TowedVideo","LGBDT1","LGBDT1_0217.jpeg",-33.58473333,115.1117167,NA,1920,1080
"26","2014TowedVideo","LGBDT1","LGBDT1_0221.jpeg",-33.5846,115.1118333,NA,1920,1080
"27","2014TowedVideo","LGBDT1","LGBDT1_0228.jpeg",-33.58435,115.112,NA,1920,1080
"28","2014TowedVideo","LGBDT1","LGBDT1_0230.jpeg",-33.58428333,115.1120667,NA,1920,1080
"29","2014TowedVideo","LGBDT1","LGBDT1_0237.jpeg",-33.584,115.1121833,NA,1920,1080
"30","2014TowedVideo","LGBDT1","LGBDT1_0262.jpeg",-33.58313333,115.1128833,NA,1920,1080
"31","2014TowedVideo","LGBDT1","LGBDT1_0265.jpeg",-33.58305,115.113,NA,1920,1080
"32","2014TowedVideo","LGBDT1","LGBDT1_0273.jpeg",-33.58283333,115.1132833,NA,1920,1080
"33","2014TowedVideo","LGBDT1","LGBDT1_0281.jpeg",-33.58245,115.1134,NA,1920,1080
"34","2014TowedVideo","LGBDT1","LGBDT1_0289.jpeg",-33.58216667,115.1136333,NA,1920,1080
"35","2014TowedVideo","LGBDT1","LGBDT1_0292.jpeg",-33.58203333,115.1137167,NA,1920,1080
"36","2014TowedVideo","LGBDT1","LGBDT1_0294.jpeg",-33.58195,115.11375,NA,1920,1080
"37","2014TowedVideo","LGBDT1","LGBDT1_0296.jpeg",-33.58188333,115.1138,NA,1920,1080
"38","2014TowedVideo","LGBDT1","LGBDT1_0300.jpeg",-33.58176667,115.1139667,NA,1920,1080
"39","2014TowedVideo","LGBDT1","LGBDT1_0321.jpeg",-33.581,115.11465,NA,1920,1080
"40","2014TowedVideo","LGBDT1","LGBDT1_0323.jpeg",-33.58093333,115.1147167,NA,1920,1080
"41","2014TowedVideo","LGBDT1","LGBDT1_0328.jpeg",-33.58076667,115.1149,NA,1920,1080
"42","2014TowedVideo","LGBDT1","LGBDT1_0335.jpeg",-33.5805,115.1151333,NA,1920,1080
"43","2014TowedVideo","LGBDT1","LGBDT1_0343.jpeg",-33.58018333,115.11535,NA,1920,1080
"44","2014TowedVideo","LGBDT1","LGBDT1_0356.jpeg",-33.5797,115.1157,NA,1920,1080
"45","2014TowedVideo","LGBDT1","LGBDT1_0358.jpeg",-33.57961667,115.11575,NA,1920,1080
"46","2014TowedVideo","LGBDT1","LGBDT1_0359.jpeg",-33.57958333,115.1157833,NA,1920,1080
"47","2014TowedVideo","LGBDT1","LGBDT1_0361.jpeg",-33.57948333,115.1158333,NA,1920,1080
"48","2014TowedVideo","LGBDT1","LGBDT1_0368.jpeg",-33.57925,115.1160667,NA,1920,1080
"49","2014TowedVideo","LGBDT1","LGBDT1_0374.jpeg",-33.57896667,115.1161667,NA,1920,1080
"50","2014TowedVideo","LGBDT1","LGBDT1_0380.jpeg",-33.57873333,115.1163333,NA,1920,1080
"51","2014TowedVideo","LGBDT1","LGBDT1_0381.jpeg",-33.57871667,115.1163667,NA,1920,1080
"52","2014TowedVideo","LGBDT1","LGBDT1_0383.jpeg",-33.57863333,115.1164167,NA,1920,1080
"53","2014TowedVideo","LGBDT1","LGBDT1_0385.jpeg",-33.57856667,115.1164667,NA,1920,1080
"54","2014TowedVideo","LGBDT1","LGBDT1_0403.jpeg",-33.57788333,115.1168667,NA,1920,1080
"55","2014TowedVideo","LGBDT1","LGBDT1_0404.jpeg",-33.57785,115.1169167,NA,1920,1080
"56","2014TowedVideo","LGBDT1","LGBDT1_0407.jpeg",-33.57773333,115.1169833,NA,1920,1080
"57","2014TowedVideo","LGBDT1","LGBDT1_0421.jpeg",-33.57721667,115.1171833,NA,1920,1080
"58","2014TowedVideo","LGBDT1","LGBDT1_0423.jpeg",-33.57713333,115.1172167,NA,1920,1080
"59","2014TowedVideo","LGBDT1","LGBDT1_0434.jpeg",-33.57676667,115.1175,NA,1920,1080
"60","2014TowedVideo","LGBDT1","LGBDT1_0436.jpeg",-33.57671667,115.1175833,NA,1920,1080
"61","2014TowedVideo","LGBDT1","LGBDT1_0447.jpeg",-33.57643333,115.1179667,NA,1920,1080
"62","2014TowedVideo","LGBDT1","LGBDT1_0449.jpeg",-33.57635,115.118,NA,1920,1080
"63","2014TowedVideo","LGBDT1","LGBDT1_0452.jpeg",-33.57625,115.1180833,NA,1920,1080
"64","2014TowedVideo","LGBDT1","LGBDT1_0453.jpeg",-33.57621667,115.1181167,NA,1920,1080
"65","2014TowedVideo","LGBDT1","LGBDT1_0455.jpeg",-33.57616667,115.1182,NA,1920,1080
"66","2014TowedVideo","LGBDT1","LGBDT1_0467.jpeg",-33.5757,115.1183667,NA,1920,1080
"67","2014TowedVideo","LGBDT1","LGBDT1_0473.jpeg",-33.57548333,115.11855,NA,1920,1080
"68","2014TowedVideo","LGBDT1","LGBDT1_0481.jpeg",-33.57518333,115.1186833,NA,1920,1080
"69","2014TowedVideo","LGBDT1","LGBDT1_0487.jpeg",-33.57495,115.1187833,NA,1920,1080
"70","2014TowedVideo","LGBDT1","LGBDT1_0510.jpeg",-33.57415,115.11945,NA,1920,1080
"71","2014TowedVideo","LGBDT1","LGBDT1_0539.jpeg",-33.5732,115.1202333,NA,1920,1080
"72","2014TowedVideo","LGBDT1","LGBDT1_0544.jpeg",-33.573,115.1203,NA,1920,1080
"73","2014TowedVideo","LGBDT1","LGBDT1_0564.jpeg",-33.57235,115.12085,NA,1920,1080
"74","2014TowedVideo","LGBDT1","LGBDT1_0566.jpeg",-33.57228333,115.1209167,NA,1920,1080
"75","2014TowedVideo","LGBDT1","LGBDT1_0580.jpeg",-33.57176667,115.12115,NA,1920,1080
"76","2014TowedVideo","LGBDT1","LGBDT1_0582.jpeg",-33.57168333,115.1211833,NA,1920,1080
"77","2014TowedVideo","LGBDT1","LGBDT1_0585.jpeg",-33.5716,115.1212167,NA,1920,1080
"78","2014TowedVideo","LGBDT1","LGBDT1_0589.jpeg",-33.57145,115.12125,NA,1920,1080
"79","2014TowedVideo","LGBDT1","LGBDT1_0591.jpeg",-33.5714,115.1213167,NA,1920,1080
"80","2014TowedVideo","LGBDT1","LGBDT1_0594.jpeg",-33.5713,115.1213833,NA,1920,1080
"81","2014TowedVideo","LGBDT1","LGBDT1_0607.jpeg",-33.5709,115.1216833,NA,1920,1080
"82","2014TowedVideo","LGBDT1","LGBDT1_0614.jpeg",-33.57066667,115.1218167,NA,1920,1080
"83","2014TowedVideo","LGBDT1","LGBDT1_0626.jpeg",-33.5703,115.1220333,NA,1920,1080
"84","2014TowedVideo","LGBDT1","LGBDT1_0629.jpeg",-33.5702,115.1221167,NA,1920,1080
"85","2014TowedVideo","LGBDT1","LGBDT1_0646.jpeg",-33.56961667,115.1223667,NA,1920,1080
"86","2014TowedVideo","LGBDT1","LGBDT1_0654.jpeg",-33.56936667,115.1224833,NA,1920,1080
"87","2014TowedVideo","LGBDT1","LGBDT1_0656.jpeg",-33.5693,115.1225,NA,1920,1080
"88","2014TowedVideo","LGBDT1","LGBDT1_0662.jpeg",-33.56908333,115.1227,NA,1920,1080
"89","2014TowedVideo","LGBDT1","LGBDT1_0664.jpeg",-33.56908333,115.1228,NA,1920,1080
"90","2014TowedVideo","LGBDT1","LGBDT1_0672.jpeg",-33.5692,115.1226333,NA,1920,1080
"91","2014TowedVideo","LGBDT1","LGBDT1_0676.jpeg",-33.5692,115.1226333,NA,1920,1080
"92","2014TowedVideo","LGBDT1","LGBDT1_0682.jpeg",-33.56918333,115.1226333,NA,1920,1080
"93","2014TowedVideo","LGBDT1","LGBDT1_0690.jpeg",-33.56918333,115.12265,NA,1920,1080
"94","2014TowedVideo","LGBDT1","LGBDT1_0700.jpeg",-33.56906667,115.1227,NA,1920,1080
"95","2014TowedVideo","LGBDT1","LGBDT1_0703.jpeg",-33.56901667,115.12275,NA,1920,1080
"96","2014TowedVideo","LGBDT1","LGBDT1_0714.jpeg",-33.56858333,115.1230833,NA,1920,1080
"97","2014TowedVideo","LGBDT1","LGBDT1_0719.jpeg",-33.5685,115.1231333,NA,1920,1080
"98","2014TowedVideo","LGBDT1","LGBDT1_0721.jpeg",-33.56845,115.1231333,NA,1920,1080
"99","2014TowedVideo","LGBDT1","LGBDT1_0727.jpeg",-33.5683,115.1232167,NA,1920,1080
"100","2014TowedVideo","LGBDT1","LGBDT1_0735.jpeg",-33.56818333,115.1231167,NA,1920,1080
"101","2014TowedVideo","LGBDT2","LGBDT2_0047.jpeg",-33.6261,115.1482833,NA,1920,1080
"102","2014TowedVideo","LGBDT2","LGBDT2_0055.jpeg",-33.626,115.1483833,NA,1920,1080
"103","2014TowedVideo","LGBDT2","LGBDT2_0058.jpeg",-33.62595,115.1484667,NA,1920,1080
"104","2014TowedVideo","LGBDT2","LGBDT2_0060.jpeg",-33.62593333,115.1485167,NA,1920,1080
"105","2014TowedVideo","LGBDT2","LGBDT2_0066.jpeg",-33.62588333,115.1486333,NA,1920,1080
"106","2014TowedVideo","LGBDT2","LGBDT2_0081.jpeg",-33.62561667,115.1489333,NA,1920,1080
"107","2014TowedVideo","LGBDT2","LGBDT2_0095.jpeg",-33.62533333,115.1492333,NA,1920,1080
"108","2014TowedVideo","LGBDT2","LGBDT2_0110.jpeg",-33.62503333,115.14955,NA,1920,1080
"109","2014TowedVideo","LGBDT2","LGBDT2_0113.jpeg",-33.62496667,115.1496167,NA,1920,1080
"110","2014TowedVideo","LGBDT2","LGBDT2_0118.jpeg",-33.62486667,115.1497333,NA,1920,1080
"111","2014TowedVideo","LGBDT2","LGBDT2_0136.jpeg",-33.6245,115.1501833,NA,1920,1080
"112","2014TowedVideo","LGBDT2","LGBDT2_0166.jpeg",-33.62383333,115.1508833,NA,1920,1080
"113","2014TowedVideo","LGBDT2","LGBDT2_0172.jpeg",-33.62368333,115.151,NA,1920,1080
"114","2014TowedVideo","LGBDT2","LGBDT2_0191.jpeg",-33.62328333,115.1513833,NA,1920,1080
"115","2014TowedVideo","LGBDT2","LGBDT2_0193.jpeg",-33.62323333,115.1514333,NA,1920,1080
"116","2014TowedVideo","LGBDT2","LGBDT2_0196.jpeg",-33.62316667,115.1514833,NA,1920,1080
"117","2014TowedVideo","LGBDT2","LGBDT2_0204.jpeg",-33.62298333,115.1516,NA,1920,1080
"118","2014TowedVideo","LGBDT2","LGBDT2_0207.jpeg",-33.62291667,115.1516333,NA,1920,1080
"119","2014TowedVideo","LGBDT2","LGBDT2_0218.jpeg",-33.62268333,115.1518,NA,1920,1080
"120","2014TowedVideo","LGBDT2","LGBDT2_0236.jpeg",-33.62226667,115.15215,NA,1920,1080
"121","2014TowedVideo","LGBDT2","LGBDT2_0248.jpeg",-33.622,115.1524,NA,1920,1080
"122","2014TowedVideo","LGBDT2","LGBDT2_0254.jpeg",-33.62185,115.1525333,NA,1920,1080
"123","2014TowedVideo","LGBDT2","LGBDT2_0261.jpeg",-33.62171667,115.1527333,NA,1920,1080
"124","2014TowedVideo","LGBDT2","LGBDT2_0263.jpeg",-33.62165,115.1527833,NA,1920,1080
"125","2014TowedVideo","LGBDT2","LGBDT2_0265.jpeg",-33.6216,115.1528333,NA,1920,1080
"126","2014TowedVideo","LGBDT2","LGBDT2_0267.jpeg",-33.62158333,115.1528833,NA,1920,1080
"127","2014TowedVideo","LGBDT2","LGBDT2_0269.jpeg",-33.62153333,115.1529333,NA,1920,1080
"128","2014TowedVideo","LGBDT2","LGBDT2_0281.jpeg",-33.62123333,115.1532667,NA,1920,1080
"129","2014TowedVideo","LGBDT2","LGBDT2_0290.jpeg",-33.62101667,115.1534667,NA,1920,1080
"130","2014TowedVideo","LGBDT2","LGBDT2_0292.jpeg",-33.62096667,115.1535,NA,1920,1080
"131","2014TowedVideo","LGBDT2","LGBDT2_0297.jpeg",-33.62085,115.1536,NA,1920,1080
"132","2014TowedVideo","LGBDT2","LGBDT2_0299.jpeg",-33.62078333,115.15365,NA,1920,1080
"133","2014TowedVideo","LGBDT2","LGBDT2_0301.jpeg",-33.62073333,115.1536833,NA,1920,1080
"134","2014TowedVideo","LGBDT2","LGBDT2_0311.jpeg",-33.62048333,115.1539167,NA,1920,1080
"135","2014TowedVideo","LGBDT2","LGBDT2_0320.jpeg",-33.62026667,115.1541,NA,1920,1080
"136","2014TowedVideo","LGBDT2","LGBDT2_0322.jpeg",-33.62021667,115.15415,NA,1920,1080
"137","2014TowedVideo","LGBDT2","LGBDT2_0328.jpeg",-33.62006667,115.1542667,NA,1920,1080
"138","2014TowedVideo","LGBDT2","LGBDT2_0336.jpeg",-33.61988333,115.1544667,NA,1920,1080
"139","2014TowedVideo","LGBDT2","LGBDT2_0359.jpeg",-33.61936667,115.1549167,NA,1920,1080
"140","2014TowedVideo","LGBDT2","LGBDT2_0363.jpeg",-33.61926667,115.1549833,NA,1920,1080
"141","2014TowedVideo","LGBDT2","LGBDT2_0372.jpeg",-33.61905,115.1552167,NA,1920,1080
"142","2014TowedVideo","LGBDT2","LGBDT2_0389.jpeg",-33.61863333,115.1556833,NA,1920,1080
"143","2014TowedVideo","LGBDT2","LGBDT2_0397.jpeg",-33.61848333,115.1559167,NA,1920,1080
"144","2014TowedVideo","LGBDT2","LGBDT2_0425.jpeg",-33.61775,115.1568167,NA,1920,1080
"145","2014TowedVideo","LGBDT2","LGBDT2_0427.jpeg",-33.61768333,115.15685,NA,1920,1080
"146","2014TowedVideo","LGBDT2","LGBDT2_0432.jpeg",-33.61755,115.157,NA,1920,1080
"147","2014TowedVideo","LGBDT2","LGBDT2_0452.jpeg",-33.61698333,115.1576,NA,1920,1080
"148","2014TowedVideo","LGBDT2","LGBDT2_0454.jpeg",-33.61691667,115.1576667,NA,1920,1080
"149","2014TowedVideo","LGBDT2","LGBDT2_0462.jpeg",-33.6167,115.15785,NA,1920,1080
"150","2014TowedVideo","LGBDT2","LGBDT2_0464.jpeg",-33.61663333,115.1579,NA,1920,1080
"151","2014TowedVideo","LGBDT2","LGBDT2_0466.jpeg",-33.61658333,115.15795,NA,1920,1080
"152","2014TowedVideo","LGBDT2","LGBDT2_0491.jpeg",-33.61586667,115.1585333,NA,1920,1080
"153","2014TowedVideo","LGBDT2","LGBDT2_0496.jpeg",-33.61576667,115.1587,NA,1920,1080
"154","2014TowedVideo","LGBDT2","LGBDT2_0500.jpeg",-33.61563333,115.1588167,NA,1920,1080
"155","2014TowedVideo","LGBDT2","LGBDT2_0513.jpeg",-33.61526667,115.1591333,NA,1920,1080
"156","2014TowedVideo","LGBDT2","LGBDT2_0517.jpeg",-33.61515,115.1592167,NA,1920,1080
"157","2014TowedVideo","LGBDT2","LGBDT2_0520.jpeg",-33.61503333,115.1592667,NA,1920,1080
"158","2014TowedVideo","LGBDT2","LGBDT2_0527.jpeg",-33.6148,115.15945,NA,1920,1080
"159","2014TowedVideo","LGBDT2","LGBDT2_0529.jpeg",-33.61473333,115.1595,NA,1920,1080
"160","2014TowedVideo","LGBDT2","LGBDT2_0540.jpeg",-33.6144,115.15975,NA,1920,1080
"161","2014TowedVideo","LGBDT2","LGBDT2_0550.jpeg",-33.6141,115.1599167,NA,1920,1080
"162","2014TowedVideo","LGBDT2","LGBDT2_0570.jpeg",-33.61346667,115.16025,NA,1920,1080
"163","2014TowedVideo","LGBDT2","LGBDT2_0573.jpeg",-33.61336667,115.1603167,NA,1920,1080
"164","2014TowedVideo","LGBDT2","LGBDT2_0586.jpeg",-33.61293333,115.1606667,NA,1920,1080
"165","2014TowedVideo","LGBDT2","LGBDT2_0604.jpeg",-33.61235,115.16105,NA,1920,1080
"166","2014TowedVideo","LGBDT2","LGBDT2_0625.jpeg",-33.61168333,115.1615,NA,1920,1080
"167","2014TowedVideo","LGBDT2","LGBDT2_0629.jpeg",-33.61155,115.1616167,NA,1920,1080
"168","2014TowedVideo","LGBDT2","LGBDT2_0640.jpeg",-33.6112,115.1619333,NA,1920,1080
"169","2014TowedVideo","LGBDT2","LGBDT2_0646.jpeg",-33.61101667,115.1620833,NA,1920,1080
"170","2014TowedVideo","LGBDT2","LGBDT2_0656.jpeg",-33.6107,115.1622667,NA,1920,1080
"171","2014TowedVideo","LGBDT2","LGBDT2_0666.jpeg",-33.61033333,115.1625167,NA,1920,1080
"172","2014TowedVideo","LGBDT2","LGBDT2_0673.jpeg",-33.61011667,115.1626,NA,1920,1080
"173","2014TowedVideo","LGBDT2","LGBDT2_0682.jpeg",-33.60978333,115.1628,NA,1920,1080
"174","2014TowedVideo","LGBDT2","LGBDT2_0700.jpeg",-33.60916667,115.16305,NA,1920,1080
"175","2014TowedVideo","LGBDT2","LGBDT2_0811.jpeg",-33.61105,115.1611167,NA,1920,1080
"176","2014TowedVideo","LGBDT2","LGBDT2_0813.jpeg",-33.61103333,115.1611,NA,1920,1080
"177","2014TowedVideo","LGBDT2","LGBDT2_0821.jpeg",-33.61065,115.1611333,NA,1920,1080
"178","2014TowedVideo","LGBDT2","LGBDT2_0836.jpeg",-33.6103,115.1616,NA,1920,1080
"179","2014TowedVideo","LGBDT2","LGBDT2_0839.jpeg",-33.61021667,115.1616667,NA,1920,1080
"180","2014TowedVideo","LGBDT2","LGBDT2_0854.jpeg",-33.60976667,115.1620333,NA,1920,1080
"181","2014TowedVideo","LGBDT2","LGBDT2_0879.jpeg",-33.60905,115.1628167,NA,1920,1080
"182","2014TowedVideo","LGBDT2","LGBDT2_0892.jpeg",-33.60885,115.1633167,NA,1920,1080
"183","2014TowedVideo","LGBDT2","LGBDT2_0896.jpeg",-33.60875,115.1634,NA,1920,1080
"184","2014TowedVideo","LGBDT2","LGBDT2_0912.jpeg",-33.60825,115.1638167,NA,1920,1080
"185","2014TowedVideo","LGBDT2","LGBDT2_0917.jpeg",-33.6081,115.1639167,NA,1920,1080
"186","2014TowedVideo","LGBDT2","LGBDT2_0924.jpeg",-33.60785,115.164,NA,1920,1080
"187","2014TowedVideo","LGBDT2","LGBDT2_0934.jpeg",-33.60753333,115.1641833,NA,1920,1080
"188","2014TowedVideo","LGBDT2","LGBDT2_0940.jpeg",-33.60736667,115.1643167,NA,1920,1080
"189","2014TowedVideo","LGBDT2","LGBDT2_0947.jpeg",-33.60716667,115.1645,NA,1920,1080
"190","2014TowedVideo","LGBDT2","LGBDT2_0949.jpeg",-33.6071,115.16455,NA,1920,1080
"191","2014TowedVideo","LGBDT2","LGBDT2_0951.jpeg",-33.60705,115.1646,NA,1920,1080
"192","2014TowedVideo","LGBDT2","LGBDT2_1013.jpeg",-33.60521667,115.1658833,NA,1920,1080
"193","2014TowedVideo","LGBDT2","LGBDT2_1018.jpeg",-33.60506667,115.16595,NA,1920,1080
"194","2014TowedVideo","LGBDT2","LGBDT2_1028.jpeg",-33.60476667,115.1661333,NA,1920,1080
"195","2014TowedVideo","LGBDT2","LGBDT2_1034.jpeg",-33.60456667,115.1661833,NA,1920,1080
"196","2014TowedVideo","LGBDT2","LGBDT2_1037.jpeg",-33.60448333,115.1662667,NA,1920,1080
"197","2014TowedVideo","LGBDT2","LGBDT2_1040.jpeg",-33.6044,115.1663333,NA,1920,1080
"198","2014TowedVideo","LGBDT2","LGBDT2_1042.jpeg",-33.60435,115.16635,NA,1920,1080
"199","2014TowedVideo","LGBDT2","LGBDT2_1044.jpeg",-33.60428333,115.16635,NA,1920,1080
"200","2014TowedVideo","LGBDT2","LGBDT2_1062.jpeg",-33.60378333,115.1666833,NA,1920,1080
"201","2014TowedVideo","LGBDT2","LGBDT2_1066.jpeg",-33.60368333,115.1667667,NA,1920,1080
"202","2014TowedVideo","LGBDT2","LGBDT2_1068.jpeg",-33.60363333,115.1668333,NA,1920,1080
"203","2014TowedVideo","LGBDT2","LGBDT2_1072.jpeg",-33.60355,115.16695,NA,1920,1080
"204","2014TowedVideo","LGBDT2","LGBDT2_1084.jpeg",-33.60328333,115.16725,NA,1920,1080
"205","2014TowedVideo","LGBDT2","LGBDT2_1088.jpeg",-33.60316667,115.1673833,NA,1920,1080
"206","2014TowedVideo","LGBDT2","LGBDT2_1090.jpeg",-33.6031,115.16745,NA,1920,1080
"207","2014TowedVideo","LGBDT2","LGBDT2_1092.jpeg",-33.60305,115.1675333,NA,1920,1080
"208","2014TowedVideo","LGBDT2","LGBDT2_1118.jpeg",-33.60248333,115.1685,NA,1920,1080
"209","2014TowedVideo","LGBDT2","LGBDT2_1143.jpeg",-33.60205,115.1694,NA,1920,1080
"210","2014TowedVideo","LGBDT2","LGBDT2_1147.jpeg",-33.60198333,115.1695333,NA,1920,1080
"211","2014TowedVideo","LGBDT2","LGBDT2_1149.jpeg",-33.60195,115.1695833,NA,1920,1080
"212","2014TowedVideo","LGBDT2","LGBDT2_1151.jpeg",-33.60188333,115.16965,NA,1920,1080
"213","2014TowedVideo","LGBDT2","LGBDT2_1153.jpeg",-33.60185,115.1697,NA,1920,1080
"214","2014TowedVideo","LGBDT2","LGBDT2_1157.jpeg",-33.6018,115.1698667,NA,1920,1080
"215","2014TowedVideo","LGBDT2","LGBDT2_1162.jpeg",-33.60178333,115.17005,NA,1920,1080
"216","2014TowedVideo","LGBDT2","LGBDT2_1181.jpeg",-33.60195,115.1708,NA,1920,1080
"217","2014TowedVideo","LGBDT2","LGBDT2_1183.jpeg",-33.60193333,115.1709,NA,1920,1080
"218","2014TowedVideo","LGBDT2","LGBDT2_1189.jpeg",-33.60188333,115.1711333,NA,1920,1080
"219","2014TowedVideo","LGBDT2","LGBDT2_1195.jpeg",-33.6018,115.1713333,NA,1920,1080
"220","2014TowedVideo","LGBDT2","LGBDT2_1197.jpeg",-33.60178333,115.1714167,NA,1920,1080
"221","2014TowedVideo","LGBDT2","LGBDT2_1202.jpeg",-33.60175,115.1716167,NA,1920,1080
"222","2014TowedVideo","LGBDT2","LGBDT2_1214.jpeg",-33.60181667,115.1720667,NA,1920,1080
"223","2014TowedVideo","LGBDT2","LGBDT2_1220.jpeg",-33.60181667,115.1723167,NA,1920,1080
"224","2014TowedVideo","LGBDT2","LGBDT2_1222.jpeg",-33.60183333,115.1724,NA,1920,1080
"225","2014TowedVideo","LGBDT2","LGBDT2_1239.jpeg",-33.60158333,115.1731,NA,1920,1080
"226","2014TowedVideo","LGBDT2","LGBDT2_1241.jpeg",-33.60156667,115.1731667,NA,1920,1080
"227","2014TowedVideo","LGBDT2","LGBDT2_1246.jpeg",-33.60151667,115.1733667,NA,1920,1080
"228","2014TowedVideo","LGBDT2","LGBDT2_1256.jpeg",-33.60141667,115.1737667,NA,1920,1080
"229","2014TowedVideo","LGBDT2","LGBDT2_1262.jpeg",-33.60133333,115.1740167,NA,1920,1080
"230","2014TowedVideo","LGBDT2","LGBDT2_1269.jpeg",-33.60123333,115.1743,NA,1920,1080
"231","2014TowedVideo","LGBDT2","LGBDT2_1272.jpeg",-33.6012,115.1744167,NA,1920,1080
"232","2014TowedVideo","LGBDT2","LGBDT2_1277.jpeg",-33.60111667,115.1746333,NA,1920,1080
"233","2014TowedVideo","LGBDT2","LGBDT2_1309.jpeg",-33.60056667,115.17585,NA,1920,1080
"234","2014TowedVideo","LGBDT2","LGBDT2_1314.jpeg",-33.60046667,115.1760333,NA,1920,1080
"235","2014TowedVideo","LGBDT2","LGBDT2_1322.jpeg",-33.60031667,115.1763167,NA,1920,1080
"236","2014TowedVideo","LGBDT2","LGBDT2_1332.jpeg",-33.6001,115.1766667,NA,1920,1080
"237","2014TowedVideo","LGBDT2","LGBDT2_1334.jpeg",-33.60005,115.1767333,NA,1920,1080
"238","2014TowedVideo","LGBDT2","LGBDT2_1336.jpeg",-33.60001667,115.1767833,NA,1920,1080
"239","2014TowedVideo","LGBDT2","LGBDT2_1346.jpeg",-33.5998,115.1771167,NA,1920,1080
"240","2014TowedVideo","LGBDT2","LGBDT2_1359.jpeg",-33.59946667,115.1775,NA,1920,1080
"241","2014TowedVideo","LGBDT2","LGBDT2_1364.jpeg",-33.59935,115.1776333,NA,1920,1080
"242","2014TowedVideo","LGBDT2","LGBDT2_1368.jpeg",-33.59923333,115.1777167,NA,1920,1080
"243","2014TowedVideo","LGBDT2","LGBDT2_1376.jpeg",-33.59903333,115.17795,NA,1920,1080
"244","2014TowedVideo","LGBDT2","LGBDT2_1401.jpeg",-33.59833333,115.1785667,NA,1920,1080
"245","2014TowedVideo","LGBDT2","LGBDT2_1426.jpeg",-33.59776667,115.1793,NA,1920,1080
"246","2014TowedVideo","LGBDT2","LGBDT2_1434.jpeg",-33.59758333,115.1795167,NA,1920,1080
"247","2014TowedVideo","LGBDT2","LGBDT2_1438.jpeg",-33.5975,115.1796333,NA,1920,1080
"248","2014TowedVideo","LGBDT2","LGBDT2_1444.jpeg",-33.59735,115.1798,NA,1920,1080
"249","2014TowedVideo","LGBDT2","LGBDT2_1458.jpeg",-33.59703333,115.1801833,NA,1920,1080
"250","2014TowedVideo","LGBDT2","LGBDT2_1470.jpeg",-33.59678333,115.18055,NA,1920,1080
"251","2014TowedVideo","LGBDT2","LGBDT2_1472.jpeg",-33.59675,115.1806167,NA,1920,1080
"252","2014TowedVideo","LGBDT2","LGBDT2_1481.jpeg",-33.59655,115.1808667,NA,1920,1080
